,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.018396615982055664,0.0004981040954589843,0.7338935574229692,0.7041666666666668,relu,0.05,"(50, 50, 50)",0.001,"{'NN__hidden_layer_sizes': (50, 50, 50), 'NN__activation': 'relu', 'NN__learning_rate_init': 0.001, 'NN__alpha': 0.05}",1,0.6666666666666666,0.6562500000000003,0.6666666666666666,0.6666666666666669,0.6666666666666666,0.666666666666667,1.0,0.8749999999999999,0.6666666666666667,0.65625,0.004836095181032604,5.502304115739825e-05,0.13375166819398682,0.08554360486519907
