,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.08238067626953124,0.0005989551544189453,0.690826330532213,0.6607526881720431,relu,0.05,"(50, 50, 50)",0.001,"{'NN__alpha': 0.05, 'NN__activation': 'relu', 'NN__learning_rate_init': 0.001, 'NN__hidden_layer_sizes': (50, 50, 50)}",1,0.4166666666666667,0.47916666666666696,0.9583333333333334,0.7281586021505375,0.5833333333333334,0.5161290322580648,0.7083333333333334,0.7261424731182796,0.7916666666666669,0.8541666666666666,0.01604793173729273,0.00012163137331502359,0.18425220125445968,0.14150465246611904
