,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.8030686855316163,0.0033166885375976564,0.09724240021525019,0.0988145384082986,relu,0.05,"(50, 50, 50)",0.001,"{'NN__learning_rate_init': 0.001, 'NN__activation': 'relu', 'NN__alpha': 0.05, 'NN__hidden_layer_sizes': (50, 50, 50)}",1,0.10563867013849192,0.11025292714270361,0.10937108262146238,0.1086217880102091,0.11413595849592341,0.1152189425350767,0.10883081016943566,0.11235998673445517,0.04761904761904745,0.047619047619048414,0.18564659409642442,0.0018015933386255588,0.02480337700280113,0.02569272583381129
