iterations,fitness,time,fevals
0,22.0,0.000676970999997,825
10,22.0,0.001300411,1551
20,23.0,0.001872891,2284
30,22.0,0.002444641,3005
40,22.0,0.00300010499999,3729
50,26.0,0.00358380699999,4459
60,26.0,0.00413708499999,5164
70,30.0,0.00466026999999,5878
80,32.0,0.00515345299998,6606
90,31.0,0.00565960299998,7340
100,33.0,0.00616765399998,8064
110,34.0,0.00667732899998,8800
120,34.0,0.00718150799997,9535
130,37.0,0.00767645599998,10259
140,37.0,0.00817309899998,10994
150,40.0,0.00870932399997,11734
160,36.0,0.00919727399997,12461
170,37.0,0.00969079599997,13191
180,37.0,0.010160475,13921
190,38.0,0.010638838,14647
200,40.0,0.011098381,15365
210,41.0,0.0115582,16088
220,42.0,0.01204401,16833
230,42.0,0.012507467,17564
240,40.0,0.01297717,18269
250,40.0,0.013444726,18987
260,41.0,0.013915762,19723
270,44.0,0.014387099,20438
280,43.0,0.01486007,21157
290,40.0,0.015340074,21892
300,41.0,0.015815063,22615
310,40.0,0.016288093,23347
320,42.0,0.016760919,24075
330,42.0,0.017217195,24814
340,43.0,0.017667489,25551
350,42.0,0.018156802,26272
360,42.0,0.018597168,26997
370,46.0,0.019024258,27731
380,43.0,0.01945533,28439
390,45.0,0.019916502,29161
400,44.0,0.020388664,29900
410,45.0,0.0208580219999,30612
420,47.0,0.0213567389999,31344
430,48.0,0.0218133149999,32064
440,49.0,0.02227613,32786
450,53.0,0.022728788,33514
460,51.0,0.023164598,34239
470,50.0,0.0236076249999,34954
480,53.0,0.0240474419999,35691
490,52.0,0.0244684959999,36410
500,55.0,0.0248975359999,37145
510,55.0,0.0253280179999,37862
520,55.0,0.0257686969999,38591
530,55.0,0.0262091199999,39324
540,56.0,0.0266513759999,40047
550,54.0,0.0270974749999,40785
560,54.0,0.0275073559999,41516
570,54.0,0.0279533089999,42242
580,55.0,0.0283889949999,42967
590,53.0,0.0288069259999,43681
600,54.0,0.0292302429999,44411
610,53.0,0.0296668029999,45162
620,52.0,0.0300867839999,45889
630,56.0,0.0305395209999,46608
640,55.0,0.0310391809999,47348
650,55.0,0.0315018989999,48068
660,53.0,0.031943603,48812
670,53.0,0.0323715709999,49527
680,53.0,0.0328035259999,50244
690,52.0,0.0332542279999,50953
700,50.0,0.0337072639999,51674
710,50.0,0.0342020509999,52381
720,50.0,0.0346540739999,53117
730,52.0,0.0350845559999,53834
740,49.0,0.0355209199999,54553
750,49.0,0.0359465869999,55284
760,50.0,0.0363841499999,56016
770,48.0,0.0368248129999,56756
780,50.0,0.0373021669999,57471
790,50.0,0.0377389499999,58193
800,49.0,0.0381824959999,58927
810,49.0,0.0386411499999,59667
820,52.0,0.0391084359999,60394
830,50.0,0.0395650429999,61128
840,53.0,0.0400236869999,61855
850,51.0,0.0405264119999,62582
860,54.0,0.040993299,63295
870,55.0,0.04144584,64021
880,55.0,0.041888748,64749
890,54.0,0.042323598,65483
900,54.0,0.042778611,66215
910,56.0,0.04321474,66939
920,56.0,0.043663664,67658
930,61.0,0.0440744069999,68371
940,56.0,0.0445091619999,69089
950,56.0,0.0449466129999,69831
