iter,LR0.9_E0.0_Time,LR0.9_E0.0_Rewards,LR0.9_E0.0_Steps,LR0.9_E0.0_Convergence,LR0.9_E0.5_Time,LR0.9_E0.5_Rewards,LR0.9_E0.5_Steps,LR0.9_E0.5_Convergence,LR0.9_E0.7_Time,LR0.9_E0.7_Rewards,LR0.9_E0.7_Steps,LR0.9_E0.7_Convergence,LR0.9_E0.9_Time,LR0.9_E0.9_Rewards,LR0.9_E0.9_Steps,LR0.9_E0.9_Convergence
794,0.125771152,-34.72,126.62,7.608385227,0.116763509,23.62,78.38,7.9735162275,0.11558506,36.48,65.52,9.0687692065,0.114098514,-86.54,152.18,9.4852837449
795,0.125953293,14.68,85.3,7.8529143184,0.116892757,-150.88,182.18,8.0962236441,0.115693374,16.06,85.94,8.567337925,0.114215229,-17.12,119.12,9.7920339957
796,0.126053846,-6.82,102.76,8.1387830853,0.117016653,-33.14,125.04,7.9530504638,0.11581644,-97.58,157.16,8.5515077503,0.114353427,-2,101.98,9.50787861
797,0.126156463,10.78,89.2,8.1837141324,0.117201404,-29.32,121.22,7.7537190129,0.11599277,-38.68,130.58,8.3941552375,0.114468125,-15.02,106.92,10.0910047359
798,0.126258016,-13.68,109.62,8.4361718691,0.117464351,-42.26,128.1,8.4058860411,0.116135785,-83.58,153.26,8.4762519178,0.114593357,21.62,78.36,9.509688238
799,0.126409542,-2.16,100.12,8.2792861087,0.117837265,2.14,97.84,8.3587611657,0.116293662,-122.56,165.98,7.8992178931,0.114696895,-5.6,103.56,9.4386498633
800,0.126541749,0.7,99.28,8.3176006527,0.118012665,-123.88,171.34,8.3604466394,0.116460568,-179.7,194.84,8.1373373302,0.11481872,37.2,64.8,9.9612792043
801,0.126651872,-189.16,196.22,8.5200574689,0.118170805,27.28,74.72,8.5439694246,0.11660535,-147.46,186.84,8.1556516834,0.114925189,16.42,83.56,10.7233142722
802,0.126821051,-66.44,142.18,8.6533059009,0.118300917,-77.72,151.44,8.5221917046,0.116781697,20.4,81.6,8.204954069,0.115018392,39.06,62.94,11.3142665721
803,0.12698003,-192.54,197.58,8.5271363777,0.118412963,36.52,65.48,8.6602241819,0.116914097,0.26,99.72,7.7477265434,0.115163069,-1.1,101.08,11.1660770161
804,0.127174697,-64.28,150.12,8.6649110391,0.118555633,18.26,83.74,8.685027559,0.117040803,-13.16,113.14,7.5534967998,0.115336102,-117.64,163.08,10.6123388741
805,0.12735053,-22.68,118.62,8.1523491044,0.118736013,30.56,71.44,8.8254765039,0.117149563,-7.66,109.66,7.6315882453,0.115435694,4.06,97.94,10.2251379307
806,0.127469741,12.96,87.02,7.8327900472,0.118914592,-20.7,116.64,8.7441471292,0.117259709,53.42,48.58,7.1208140662,0.115550357,33.62,68.38,9.9368874888
807,0.127558942,8.96,91.02,8.0533659335,0.119033193,-4.5,104.48,8.7529847213,0.117367638,4.54,95.44,7.0796182355,0.115712099,-136.04,175.42,9.3075705587
808,0.127710334,-3.64,103.62,7.7062280379,0.119165062,-2.94,98.88,8.4053414818,0.117475696,52.82,49.18,6.8707974263,0.115819869,20.6,81.4,9.0743874748
809,0.12790415,-23.9,121.86,7.7284099916,0.119321441,-32.92,124.82,8.4352615434,0.11756428,0.56,101.44,6.8756389809,0.115916734,-133.24,170.6,9.0047197887
810,0.12800313,-163.34,184.54,7.8596004155,0.119487825,-78.08,153.82,8.1197429394,0.117677892,27.16,74.84,7.0549224074,0.116065171,-70.18,151.98,8.6401826447
811,0.128145562,-53.64,137.46,7.890616586,0.119655886,-116.62,172.16,7.7946032691,0.117806664,12.04,89.96,7.1322208317,0.116201874,37.12,64.88,8.1996353361
812,0.128266286,-14.82,106.72,7.8612039754,0.119872943,-31.54,125.46,7.9383711992,0.11790054,-43.14,131,7.095732908,0.116326588,34.48,67.52,7.317062274
813,0.128405535,-188.94,196,8.0339267938,0.120031075,-58.88,140.68,8.0137142388,0.11802165,-46,139.92,6.9375498043,0.116514248,0.44,101.56,6.789488927
814,0.128561963,-60.08,141.88,7.9130249065,0.120184227,38,64,8.1727954511,0.118131171,22.28,79.72,7.0379616743,0.116635731,-43.32,131.18,6.7094956965
815,0.128745345,-169.56,192.78,8.2752183378,0.120286794,-123.26,168.7,8.2307252455,0.118269102,5.58,94.4,6.9315629212,0.116816417,-35.36,129.28,6.6652917428
816,0.128938371,-18.06,114,8.7906693761,0.120393022,18.88,83.12,8.8079107815,0.118374953,35.56,66.44,7.1954005423,0.116914701,-147.22,182.56,7.0015382736
817,0.129062031,37.64,64.36,8.5961006587,0.120492078,31.78,70.22,8.6674767831,0.118470621,41.02,60.98,7.2082324782,0.117027072,-58.98,138.76,6.8408027799
818,0.129174408,37.92,64.08,8.5969452052,0.120615594,35.58,66.42,8.4793594164,0.11857601,9.06,92.94,7.4456501273,0.117154569,-104.28,159.82,6.8856132534
819,0.129282138,51.76,50.24,8.3088220211,0.120723116,-112.88,162.36,8.4823750303,0.118720041,18.84,83.16,7.4678999055,0.117349592,-83.8,153.48,7.7738747951
820,0.129366378,-50.1,139.98,8.2737758426,0.120888931,33.18,68.82,8.7274102124,0.118812459,33.76,68.24,6.9924734552,0.117446643,-159.24,184.48,7.6606477986
821,0.129545555,37.78,64.22,7.8676481403,0.12103114,-29.24,123.16,8.9650848733,0.118938285,16.48,85.52,6.7340368345,0.11759764,-25.58,123.54,7.2663936262
822,0.129687805,-18.66,118.64,7.6896166578,0.121141252,-47.54,131.36,9.136719048,0.119043018,17.56,84.44,6.8131830333,0.117738817,51.12,50.88,7.3429019842
823,0.129828893,-4.48,104.46,7.4303500246,0.121386484,11.98,90.02,9.0772306454,0.119130449,34.76,67.24,6.848127526,0.11786921,14.98,87.02,7.5445170785
824,0.129947471,5.5,96.5,7.512249472,0.121527439,37.28,64.72,9.0360113644,0.119239199,53.3,48.7,6.8109019338,0.118022309,16.24,85.76,7.7097948845
825,0.130170663,-165.86,189.08,7.4761356363,0.121629221,-1.92,99.88,9.1423320882,0.119345362,19.32,82.68,6.7490286722,0.118166275,50.94,51.06,7.9196813984
826,0.130315337,-53.66,145.56,7.0617289312,0.121749483,52.02,49.98,8.8122988595,0.119484684,-0.32,98.28,6.9509619039,0.118297492,29.76,72.24,7.8463989033
827,0.130463218,10.6,89.38,7.2277124071,0.121856367,52.22,49.78,9.0700466591,0.119661086,-79.9,157.66,7.2432745891,0.118412427,-13.14,111.1,8.4907320482
828,0.130552415,23.58,78.42,7.3302475499,0.121934264,36.86,65.14,9.2177632551,0.119797309,-33.62,127.54,7.4174681611,0.118559673,51.74,50.26,8.8160573195
829,0.130816322,-21.94,121.92,7.2598526392,0.122059245,19.64,80.34,8.7610070865,0.119931141,7.04,92.94,7.4198299068,0.118675442,-50.66,134.48,8.2635417324
830,0.130934342,8.9,93.1,7.4800618101,0.122157366,-16.04,111.98,8.8814838007,0.120018244,8.6,91.38,7.8768824671,0.118855658,-103.62,165.22,8.6667333211
831,0.131030939,0.12,95.82,7.5013332555,0.12228086,-1.94,101.92,8.7959032698,0.12014306,17.18,84.82,8.0604047566,0.119092818,34.58,67.42,8.6715983235
832,0.131163749,-18.66,112.58,7.6807922727,0.122390582,4.28,97.72,8.6844814426,0.120258996,34.22,67.78,7.9032054947,0.119219211,-39.32,133.24,8.6310561069
833,0.131315353,28.84,71.14,7.7271779565,0.122508229,14.28,87.72,8.435419476,0.120355715,33.58,68.42,8.2903141057,0.119350961,2.06,99.94,8.7554878258
834,0.131448908,-153.66,182.94,7.7795238872,0.122591667,6.84,91.12,8.3693511014,0.120457206,53.36,48.64,8.4666759924,0.119456537,21.86,80.14,9.0050522145
835,0.131586437,11.5,90.5,7.5326489734,0.122733239,33.4,68.6,7.8494179061,0.12055445,51.2,50.8,8.7555225561,0.119576861,-154.64,183.92,8.725349868
836,0.131718309,-72.92,148.66,7.5882425505,0.122829856,-41.28,131.16,7.6910204452,0.120664284,51.5,50.5,8.3719132447,0.119718282,24.26,77.74,8.7204369136
837,0.131874965,-188.9,197.98,7.9768243289,0.122939073,19.28,82.72,7.4348565903,0.120756527,4,98,8.1627913168,0.119821954,-56.3,140.12,7.9289396617
838,0.132111384,-135.92,171.26,7.7828687906,0.123064829,-186.34,195.42,7.1580239293,0.12087685,15.24,86.76,7.6130100688,0.119975113,-14.86,112.82,8.1015344783
839,0.132230056,-42.4,126.22,7.8530749465,0.123181564,-119.76,167.22,7.1794574268,0.120982429,-3.3,103.28,7.4030447916,0.120127869,-52.1,139.96,8.0672815729
840,0.132363666,-178.08,193.22,7.4342549537,0.123331259,-9.92,105.86,6.7783963342,0.121112869,-46.64,136.52,6.8710580326,0.120300998,30.5,71.5,8.1320532913
841,0.132475634,-82.92,152.6,7.5382899795,0.123447733,-144.88,176.18,6.7505450018,0.121239728,13.94,88.06,7.0097177828,0.120474272,19.08,82.92,8.3183543198
842,0.132682994,-75.96,153.72,7.4700537562,0.123568346,38.96,63.04,6.599956612,0.121378131,53.16,48.84,6.9393948016,0.120612526,-107.14,166.72,8.373445649
843,0.132838963,20.12,81.88,7.682556845,0.123684621,36.3,65.7,6.5751598943,0.121502655,11.66,88.32,6.893234128,0.120827917,-193.46,198.5,8.3110439925
844,0.132951815,-152.32,187.66,7.637906181,0.123797833,-132.74,166.06,6.3752144929,0.121632904,-141.88,175.2,6.8783351068,0.121059654,-12.84,112.82,7.7815928248
845,0.133094661,-128.2,173.64,7.9595384269,0.123925436,0.86,99.12,6.3634438102,0.121806782,23.9,78.1,6.9579559498,0.121160603,-27.44,115.3,8.2127495597
846,0.133250383,2.42,97.56,8.2978952097,0.124023936,34.06,67.94,6.2582485517,0.121902567,-23.72,121.68,7.0337429752,0.121267889,-7.1,105.06,8.1940549743
847,0.133395081,-135.22,174.6,8.0319048547,0.12412623,13.68,88.32,6.331869558,0.122031557,-107.24,166.82,7.0123599695,0.121387081,-157.42,182.66,8.1971301324
848,0.133515868,-21.32,119.28,8.5903044221,0.124266793,37.3,64.7,6.2877056512,0.122155078,36.42,65.58,7.3672760683,0.121478404,0.12,97.84,7.7876084973
849,0.133657908,-140.18,181.58,8.9574256026,0.124386803,-17.04,115,6.5073318068,0.122258072,-184.46,193.54,7.679238101,0.121629322,51.96,50.04,8.1906004439
850,0.133812816,-194.34,199.38,9.104973695,0.124584058,-39.02,128.9,6.6894238183,0.122395548,-72.36,148.1,7.7963012795,0.121760174,11.16,88.82,8.2542179402
851,0.133986877,-168.9,190.1,9.1144105035,0.124751213,14.22,85.76,6.3513549243,0.122602961,-169.88,193.1,7.6672470959,0.121896914,-99.06,156.62,7.8378366299
852,0.134162363,25.96,76.04,9.2569210657,0.124860768,-175.72,192.88,6.392827277,0.122778175,-73.46,151.22,7.7344331816,0.122011442,-19.12,117.08,8.111622375
853,0.134318923,-183.96,195.06,9.0522959597,0.124979446,-172.58,189.74,6.1902835573,0.123047608,-161.56,188.82,7.4359703608,0.122127977,37.38,64.62,7.8125869026
854,0.134424792,-132.98,176.4,9.0000102408,0.125086542,19.64,82.36,6.3108641138,0.123202447,-16.72,114.68,7.1936552628,0.122306532,-48.24,138.12,8.3472542848
855,0.13454042,-18.6,118.58,8.4550901175,0.12525136,20,79.98,6.4835487929,0.123393288,22.74,79.26,6.9068002512,0.122434585,39.8,62.2,8.3639331313
856,0.134643699,-47,134.86,8.4531684305,0.125349533,10.5,87.46,6.7126697917,0.123558986,16.2,83.78,6.8243714932,0.122557135,-186.72,195.8,8.6071548913
857,0.134790228,33.44,68.56,8.5040531801,0.125464611,-62.12,143.92,6.7063583773,0.123796543,-186.78,195.86,6.9994437557,0.122776994,-45.16,135.04,8.8148757273
858,0.134894074,21.58,80.42,7.9812630381,0.125610945,-35.16,127.06,6.9606325984,0.12392761,-158.88,184.12,7.1612621106,0.12294818,-13.18,111.14,8.8337725806
859,0.134996986,51.88,50.12,7.5957598876,0.125794279,4.66,97.34,7.012878706,0.124129183,35.02,66.98,7.1211542647,0.123058314,-184.28,193.36,8.7520176956
860,0.135113802,52.38,49.62,7.5609091556,0.125952616,-3.46,99.4,6.8966718922,0.124212405,-6.98,100.9,7.2729898781,0.123256723,51.9,50.1,8.4674641881
861,0.135243419,51.34,50.66,7.7427845925,0.126122724,-155.28,180.52,7.0731948006,0.124347584,-77.52,153.26,7.5651880635,0.123386974,22.66,79.34,8.8248469457
862,0.135345425,17.76,84.24,7.7528372445,0.126254178,-14.68,112.64,7.5691070628,0.124455081,35.36,66.64,7.6781239019,0.123495858,21.38,80.62,8.7593975311
863,0.135459951,-33.72,123.6,8.4083164643,0.126379023,-29.9,125.84,7.6771115247,0.124558388,-122.66,172.14,8.2947105584,0.123719922,-78.12,145.78,9.1160635948
864,0.135577043,-90.5,162.2,8.8899720388,0.126541793,-163.66,188.9,7.7367509079,0.124676214,-142.94,178.28,8.9140036558,0.123815178,-18.44,116.4,8.4727468482
865,0.135742286,-140.34,177.7,9.4528163199,0.12667214,-133.64,179.08,7.7946586353,0.124871884,-57.18,145.04,9.7150897998,0.123955167,-0.78,100.76,8.312419997
866,0.135859432,-21.9,113.8,9.7008692129,0.126825727,3.3,98.7,7.7779073254,0.12498108,10.8,91.2,10.241195268,0.124119424,24.2,77.8,8.0528813242
867,0.135985041,19.2,82.8,9.6582380665,0.126959085,-106.8,156.28,7.5451307744,0.125113822,-2.72,98.66,10.7916162222,0.124217535,-1.46,103.46,8.2113211137
868,0.136094503,-6.38,108.38,9.9046297151,0.127194563,21.64,80.36,7.7180930191,0.125217575,14.46,87.54,11.7164354844,0.124312035,-158.7,183.94,8.5597009933
869,0.136231117,16.64,85.36,10.3692717601,0.127323383,-4.54,100.48,7.4525988357,0.125312062,52.42,49.58,12.0773255005,0.124427106,-55.14,140.98,8.3447987858
870,0.136389502,-9.6,109.58,10.0905507047,0.127426926,33.74,68.26,7.4320798041,0.125416828,-116.34,163.8,12.2744272693,0.124556569,40.14,61.86,8.3379146577
871,0.13650982,-7.04,105,9.9181481377,0.127553412,-37.16,131.08,7.657608819,0.125596017,-52.84,138.68,12.4996552981,0.124701852,19.78,82.22,8.3017956572
872,0.136626248,-15.6,111.54,9.7853005947,0.127702465,1.32,100.68,7.1317085401,0.125688546,28.46,73.54,12.5247811042,0.12482727,-18.24,112.16,8.574328039
873,0.136732428,51.14,50.86,9.9188279754,0.127796191,40.06,61.94,7.1259642624,0.125810147,25.82,76.18,12.3130111688,0.124923563,23.26,78.74,8.2146328882
874,0.136854503,31.28,70.72,9.2313981057,0.127897718,15.24,84.74,7.1082362099,0.125920668,-39.52,129.4,12.0928938061,0.125003361,30.12,71.88,8.2122269104
875,0.136974523,52.68,49.32,9.4656315485,0.127999893,21.64,80.36,7.0531785945,0.126040729,-177.42,194.58,11.6747747009,0.125118688,19.1,82.9,8.1901088538
876,0.137101914,53.52,48.48,8.4997160839,0.128134686,33.58,68.42,7.5120810334,0.126224825,-136.42,173.78,11.4662803496,0.125236108,20.52,79.46,8.5841669374
877,0.137204643,-32.52,128.46,8.3308784565,0.128227243,51.6,50.4,7.5862308362,0.126360427,-57.98,143.82,11.0209361287,0.125368466,-91.46,161.14,8.3217068634
878,0.137326929,38.5,63.5,8.2862150347,0.12831332,28.52,71.46,7.5828276111,0.126477313,-61.2,149.06,10.2318734736,0.125475898,-1.1,99.06,7.9269691313
879,0.137427261,-16.88,110.8,8.0315321288,0.128453797,52.58,49.42,7.5196689337,0.126660867,-166.1,191.34,9.9139781446,0.125592143,-40.04,127.9,8.3038405244
880,0.137522273,-72.78,142.46,8.0967678751,0.128556883,31.5,70.5,7.5569007838,0.126959598,-33.56,121.42,9.7809191405,0.125730609,-29.72,123.64,8.2011009973
881,0.13766785,-123.78,171.24,8.0560911372,0.128681863,-60.88,140.66,7.3229662826,0.127075762,-187.74,194.8,9.4950026572,0.125839547,18.36,81.62,7.9261030404
882,0.137786284,-7.58,103.52,8.2333316316,0.128813881,-147.24,180.56,7.3618900698,0.127205217,-126.64,172.08,9.9342293507,0.125930262,51.88,50.12,7.3698998957
883,0.13794781,-18.48,112.4,7.3992920718,0.128961153,21.76,80.24,7.2688228774,0.127304018,1.12,98.86,10.1239285262,0.126028284,21.56,80.44,7.6567163679
884,0.138057386,35.34,66.66,7.6870736514,0.129053112,-67.38,143.12,7.4216097853,0.127413036,10.56,89.42,10.0700449111,0.126172567,-76.72,152.46,8.028634252
885,0.138161246,52.18,49.82,7.6343978281,0.129345695,-66.62,150.44,7.2427509562,0.127510418,1.6,96.36,9.7775840987,0.12628712,17.62,84.38,7.8553394578
886,0.138266777,52.9,49.1,7.9114265548,0.129495862,2.9,99.1,6.8047289258,0.12762069,11.94,90.06,9.8881092282,0.126406793,51.46,50.54,7.4407425058
887,0.138367983,-12.12,108.06,8.2647117512,0.129604537,-152.7,177.94,7.1515693286,0.127776242,-164.84,186.04,9.6502293203,0.126506406,-62.54,146.36,7.2400667304
888,0.138498889,6.24,95.76,7.9264866442,0.12976981,-6.04,108.04,6.8361111959,0.127936047,-78.42,154.16,9.4600872857,0.126644573,33.66,68.34,7.9736589178
889,0.138655957,-43.06,130.92,7.8072665455,0.129932956,-194.74,199.78,6.8983453708,0.128046944,6.72,95.28,9.6468421483,0.126818905,4.3,97.7,7.3920344269
890,0.138829846,-161.74,186.98,7.767766576,0.130126968,-24.54,118.46,6.7603719621,0.128181371,-17.28,115.24,9.7240385564,0.126960503,-137.94,173.28,7.2567575345
891,0.139018145,35.62,66.38,7.8153441642,0.130255088,5.7,96.3,6.6656843557,0.12831747,-43.2,131.06,9.7314087343,0.127098452,-162.8,188.04,7.7128954746
892,0.139125351,-49.58,133.4,7.4651437244,0.130391992,-63.24,147.06,6.5783130262,0.128455915,-55.56,143.42,9.4952160074,0.12729352,-67.06,146.84,7.758058209
893,0.139240099,-11.56,111.54,7.5222410174,0.130547973,-57.14,140.96,6.6812847605,0.128698698,-160.72,187.98,9.210843987,0.127445316,-118.82,166.28,7.4471588823
894,0.139382192,32.7,69.3,7.2813115328,0.130678997,-97.26,156.84,6.5110263355,0.128874455,-60.8,140.58,8.9602456588,0.12758216,17.22,84.78,7.323504849
895,0.139478739,-7.58,103.52,7.0606820446,0.130821421,4.3,95.68,6.7147649407,0.12904546,-102.26,165.88,9.2879574894,0.127694728,14.96,83,7.6166065987
896,0.139613446,11.24,90.76,6.7536103716,0.130936846,16.24,85.76,6.6924936158,0.129205702,-177.18,192.32,9.1034941027,0.127843627,-97.82,151.34,7.5380151854
897,0.139755354,22.56,79.44,6.2636246302,0.131050436,5.48,96.52,6.2849836698,0.129409841,-67.2,142.94,9.7291071481,0.127948688,30.92,71.08,7.9618550975
898,0.13993677,-66.34,144.1,6.1923754237,0.13120434,6.62,95.38,6.3912277113,0.12955227,-157.58,184.84,9.579509292,0.128366056,-196.32,199.34,7.4032465607
899,0.140049727,-151.64,178.9,6.2395707135,0.131322564,-148.52,181.84,6.7848455507,0.129735924,-65,142.76,9.4250323045,0.128592226,-173.12,192.3,7.6485210437
900,0.140195545,23.8,78.2,6.2859454055,0.131452609,1.36,100.64,6.6863096648,0.129853593,39.94,62.06,9.2996469505,0.12879703,-195.62,198.64,8.1983080899
901,0.140333148,-6.92,108.92,6.2742174537,0.131555322,3.36,98.64,6.7452052127,0.130056275,-194.16,199.2,9.3589431727,0.128988045,-167.24,190.46,8.1062478343
902,0.140550171,-18.12,120.12,6.6742016981,0.131665563,16.96,85.04,6.7806992438,0.130258059,-46.46,134.32,9.2322958961,0.129218526,-33.62,131.58,8.1385819294
903,0.140692529,-94.7,164.38,7.0038211265,0.131766177,22.28,79.72,6.727946832,0.130377663,-196.7,199.72,9.5911583689,0.129488082,-150.16,179.44,8.7119659495
904,0.140837774,-38.44,134.38,7.295982592,0.13185724,51.38,50.62,7.0666695668,0.130537542,4.28,97.72,9.9783229383,0.129602257,-145.32,178.64,9.1711264772
905,0.140986262,-26.76,122.7,7.058698531,0.131969899,19.7,82.3,7.3088462438,0.130657461,-78.48,146.14,9.9476687248,0.129721796,36.82,65.18,9.0186651739
906,0.141138022,20.54,81.46,8.0413517478,0.132070443,39.22,62.78,7.3430136457,0.130761186,-16.46,116.44,9.9335687331,0.129824002,52.26,49.74,9.4380626064
907,0.141307296,-180.2,193.32,8.4468295107,0.132197433,31,71,7.4340758241,0.13090139,-29.24,121.14,9.7671687091,0.129927858,-21.4,117.34,10.079852391
908,0.141528096,-151.8,187.14,8.9774310284,0.132288462,2.66,99.34,7.7723294103,0.131051641,52.94,49.06,10.0951966478,0.13002843,-36.76,126.64,10.898956702
909,0.141702052,-92.06,161.74,9.366710315,0.132392183,-11.74,111.72,8.3463150582,0.131173989,15.52,86.48,9.7427843623,0.13016179,36.22,65.78,11.2896616612
910,0.141957048,-116.82,176.4,9.5857294561,0.132506448,37.5,64.5,8.4273339447,0.131279631,34.86,67.14,9.4739619096,0.130303889,33.62,68.38,11.2177653569
911,0.142126353,-57.62,137.4,9.6552746319,0.132622349,25.04,76.96,8.4847670182,0.13136133,-18.64,116.6,9.729198859,0.130427869,18.26,83.74,10.9766798241
912,0.142256714,-178.58,193.72,9.7999194537,0.13271481,-7.66,103.6,8.4263779134,0.131466255,18.62,83.38,9.430454081,0.130534596,31.44,70.56,12.0104361012
913,0.142396366,-3.1,101.06,9.5050471086,0.13280105,-14.62,112.58,8.3045741529,0.131609629,51.16,50.84,8.8428704805,0.130620659,38.18,63.82,12.4269234359
914,0.142587874,-196.22,199.24,9.8713777708,0.132931656,51.58,50.42,8.4134088491,0.131774464,38.24,63.76,8.5805642192,0.130741084,-15.12,111.06,13.0853477331
915,0.142742635,-35.92,127.82,10.1324697216,0.133038876,20.4,81.6,7.8406283288,0.131903229,-29.5,123.42,8.3361443419,0.130852483,51.56,50.44,12.8217887436
916,0.142843737,-133.8,169.14,9.7110698183,0.133233161,20.98,81.02,7.8142778123,0.132022592,-12.02,107.96,8.1166083945,0.130952456,19.96,82.04,12.9007596645
917,0.142951977,20.3,81.7,9.7809473456,0.133359228,-43.24,131.1,7.8854012694,0.132140671,-9.68,111.68,7.872910175,0.131083882,52.54,49.46,11.8028757843
918,0.14311815,52.26,49.74,9.4865185862,0.133473957,-63.32,141.08,7.8596127029,0.132294678,-75.2,154.98,8.2072455564,0.131211603,7.22,92.76,11.5373654102
919,0.143230781,35.34,66.66,9.7735721096,0.133658183,-199,200,7.2012112367,0.132409528,-15.46,111.4,8.3481548843,0.131309726,35.52,66.48,11.718348613
920,0.143316397,34.38,67.62,10.2114878,0.133831231,-119.54,169.02,7.2055060209,0.132594535,-178.36,193.5,8.603129336,0.131417076,32.76,69.24,12.2660490721
921,0.143418397,36.06,65.94,10.9082788347,0.133967937,25,77,7.1140672897,0.132736551,-10.6,108.56,8.1618754245,0.131522381,19.12,82.88,13.1401762639
922,0.143552254,33.18,68.82,11.2763248163,0.134082787,-149.46,178.74,7.1153618569,0.132830851,35.06,66.94,8.7131876463,0.131646189,14.02,87.98,12.6697002425
923,0.143672898,-39.34,127.2,11.864058258,0.134289377,-186.86,195.94,7.2674691003,0.132946592,-151.56,180.84,8.9976465718,0.131810489,-11.1,111.08,11.6137428811
924,0.14380618,-6.24,102.18,12.0017319925,0.134559309,-139.58,178.96,6.9971752215,0.133093186,-23.88,117.8,9.1589898568,0.131965943,-55.32,139.14,11.1795893295
925,0.143950372,38.38,63.62,12.5316602446,0.134722976,-144.34,177.66,7.3615035495,0.133400065,-120.32,173.84,9.1852377891,0.132114989,-23.46,115.36,11.6399945632
926,0.144050311,14.56,87.44,12.7507734792,0.134882419,-166.42,189.64,7.6708649873,0.133498511,23.88,78.12,9.09476974,0.132213904,-39.44,133.36,11.1008774847
927,0.144177965,24.16,77.84,12.3459827527,0.134981768,16.84,81.12,7.9170845267,0.133612493,51.46,50.54,9.2824202474,0.132323622,-164.66,187.88,11.5550157101
928,0.14427665,33.76,68.24,12.022249077,0.135080239,-7.42,107.4,7.7675595364,0.133743694,37.48,64.52,8.4910870983,0.132478385,-165.98,185.16,10.8448659777
929,0.144388005,-11.66,105.58,11.1521872452,0.135219119,21.62,80.38,8.1376728785,0.133853339,22.44,79.56,8.4367558645,0.132676915,-3.02,96.94,10.9582775416
930,0.144495967,-175.92,191.06,11.2630509907,0.135364162,-35.5,127.4,8.518589283,0.13401995,21.92,80.08,8.7676939171,0.132788913,-111.12,160.6,10.1662864821
931,0.144634713,32.98,69.02,10.2912339055,0.135486656,-55.58,141.42,8.6276981494,0.134114213,51.96,50.04,8.6553767112,0.132910564,25.96,76.04,9.3287049142
932,0.144747975,-8.68,106.64,9.5834985889,0.135596193,-100.12,153.64,8.3416768294,0.134257803,51.6,50.4,8.582397431,0.133089366,-61.84,135.56,8.894185437
933,0.14488459,5.76,94.22,10.0021707204,0.135711569,-106.48,162.02,8.3882148673,0.134351948,18.6,83.4,8.2716382129,0.13321734,0.04,97.92,9.5447880266
934,0.145013552,-9.48,105.42,10.2380330944,0.135843898,-190.86,197.92,8.1804729273,0.13444771,39.46,62.54,7.7692343177,0.133338213,21.36,80.64,8.6195370065
935,0.145129724,36.68,65.32,10.3546104556,0.135968952,-61.72,145.54,8.1904666757,0.134550435,33.06,68.94,7.9059883169,0.133483497,-78.96,146.62,8.0894474545
936,0.145261031,-7.18,107.16,10.5134334221,0.136069074,-67.5,147.28,7.9433359341,0.134644539,2.42,99.58,7.8029954611,0.13359357,19.9,82.1,8.4059611774
937,0.145403051,-71.3,145.02,10.5145929603,0.136200628,-53.22,143.1,8.0041867411,0.134734829,52.76,49.24,7.8763149042,0.133698675,-3.58,101.54,7.9478534536
938,0.145508879,0.66,99.32,11.738204434,0.136379998,-199,200,7.938624424,0.134868685,-141.72,177.06,7.946642207,0.133841288,8.02,91.96,8.2536703352
939,0.145651908,11.26,90.74,12.0848159313,0.136538661,1.4,100.6,7.8597337783,0.135181812,1.84,100.16,7.9963006019,0.13395447,52.54,49.46,7.6739569691
940,0.145863288,33.18,68.82,11.5065735122,0.136799579,-40.92,126.76,7.4792776332,0.13541025,-6.38,104.34,8.0606186392,0.134072879,16.38,85.62,7.6588301273
941,0.145961941,35.32,66.68,12.1318339723,0.13691235,20.16,81.84,7.9745637776,0.135659045,0,99.98,8.045757713,0.134179683,-21.96,119.92,8.386053617
942,0.146081707,-13.82,109.76,12.1100750314,0.137001466,-32.96,126.88,9.069104248,0.135851937,-19.88,115.82,7.5662418346,0.134314928,6.04,95.96,8.3203745011
943,0.146197251,-2.48,102.46,11.1690717156,0.137119478,34.28,67.72,9.1849094843,0.136010923,-110.54,166.08,7.6162516741,0.134462402,-13.88,111.84,7.8734300445
944,0.146348022,-161.26,184.48,10.5928442077,0.137252043,-29.26,117.12,9.2100808777,0.136124781,-131.74,169.1,7.681644887,0.13462644,38.62,63.38,8.1490514886
945,0.146530425,7.48,92.5,9.9086087707,0.137354596,36.76,65.24,9.1535511433,0.136281495,39.64,62.36,7.4344411267,0.134765694,-66.12,143.88,8.4574362421
946,0.146665798,-3.54,101.5,9.3395623959,0.137461622,31.82,70.18,9.3682030452,0.13643591,-12.52,108.46,7.6942291094,0.134871216,2.34,99.66,8.6499665165
947,0.146897604,-35.56,125.44,10.0023037711,0.137586386,-3.5,101.46,8.9921659637,0.136609272,-143.6,178.94,7.4084459173,0.134970242,-9.94,109.92,8.6434249852
948,0.147008353,-3.98,103.96,9.4703460905,0.137762004,1.42,98.56,8.8223756975,0.136894307,36.02,65.98,7.2764372104,0.135079917,51.18,50.82,8.7872457128
949,0.147172898,-178.74,191.86,9.9407426829,0.13795077,-187.26,196.34,8.3947151224,0.136988921,16.76,85.24,7.148281355,0.135211346,-179.5,190.6,8.5541153302
950,0.14735204,-193.56,198.6,10.2127296206,0.138153603,-25.64,119.56,8.373125929,0.137123241,10.64,87.32,6.4847835635,0.135325906,-42.14,132.02,8.4370929362
