,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.02138361930847168,0.0007568836212158203,0.3333333333333333,0.3333333333333333,0.1,"(10,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 2}",917,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0016017688485950158,3.816502859045007e-05,0.0,4.965068306494546e-17
1,0.041752958297729494,0.0007236957550048828,0.35438596491228075,0.37435897435897436,0.1,"(10,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 3}",845,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.5128205128205127,0.3888888888888889,0.3589743589743589,0.016132928164397632,1.1702054083469319e-05,0.026951388589012665,0.06993939331787612
2,0.030587053298950194,0.0006823062896728516,0.021052631578947368,0.029230769230769237,0.1,"(10,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 4}",1037,0.09523809523809523,0.10666666666666669,0.0,0.013333333333333334,0.0,0.012820512820512818,0.0,0.01333333333333333,0.0,0.0,0.0017255806943978762,4.519837781051246e-05,0.03951960570311183,0.039052553138564046
3,0.03333406448364258,0.0007251739501953125,0.4395989974937343,0.4091794871794872,0.1,"(10,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 5}",661,0.7142857142857143,0.6633333333333334,0.23809523809523808,0.28,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666665,0.2222222222222222,0.10256410256410255,0.0016708053774682214,1.7347044834844345e-05,0.21468385531152848,0.22241708484696307
4,0.034755516052246097,0.0007223606109619141,0.33333333333333337,0.3333333333333333,0.1,"(10,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 6}",869,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333326,0.0011193834137947403,7.79654272052643e-06,4.932295220242625e-17,3.510833468576701e-17
5,0.03711686134338379,0.0007235050201416015,0.33333333333333337,0.3333333333333333,0.1,"(10,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 7}",869,0.3333333333333333,0.3333333333333334,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011797674102195664,1.3863256215808258e-05,4.932295220242625e-17,4.965068306494546e-17
6,0.04024176597595215,0.0006679058074951172,0.40350877192982454,0.37610256410256404,0.1,"(10,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 8}",729,0.19047619047619047,0.20000000000000004,0.6666666666666666,0.6,0.16666666666666666,0.0933333333333333,0.6666666666666666,0.6538461538461536,0.3333333333333333,0.33333333333333326,0.0048792359461389346,0.00010160018016028765,0.2220231707558022,0.21912157424544657
7,0.043867969512939455,0.0007390975952148438,0.27017543859649124,0.3057435897435897,0.1,"(10,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 9}",1025,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.4666666666666667,0.0,0.05333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.342051282051282,0.00407282088081554,2.3115538870889325e-05,0.130628143642009,0.13597632930101297
8,0.04581670761108399,0.0007355690002441406,0.3859649122807018,0.33015384615384613,0.1,"(10,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 10}",769,0.3333333333333333,0.28,0.33333333333333337,0.3333333333333333,0.6111111111111112,0.4799999999999999,0.5555555555555556,0.48051282051282035,0.1111111111111111,0.07692307692307691,0.0043684281365301576,1.4513719987571343e-05,0.1748234830646051,0.14947443319894083
9,0.05722641944885254,0.0007227897644042969,0.40701754385964917,0.4164871794871794,0.1,"(10,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 15}",709,0.5238095238095238,0.5183333333333334,0.33333333333333337,0.32,0.6666666666666666,0.6276923076923075,0.05555555555555555,0.10358974358974357,0.4444444444444444,0.5128205128205126,0.002530757700849801,8.630093923485716e-06,0.20150033039888443,0.18518905882426817
10,0.07040934562683106,0.0007296562194824219,0.42756892230576443,0.39743589743589747,0.1,"(10,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 20}",685,0.5238095238095238,0.49333333333333346,0.38095238095238093,0.28,0.6666666666666666,0.6882051282051281,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.3589743589743589,0.006215695315565275,5.883869120144203e-06,0.16284247795856122,0.18014881714352635
