iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0672305214578,0.067654306255,0.0686698923951,0.847609561753,0.830409356725,0.822134387352,0.917520215633,0.907348242812,0.902386117137,0.191190865
10,1.78436748742e-05,7.94498384605e-06,5.6422471113e-05,1.0,1.0,1.0,1.0,1.0,1.0,2.103673491
20,1.51217038678e-05,7.10270147022e-06,4.78950940681e-05,1.0,1.0,1.0,1.0,1.0,1.0,4.192300361
30,5.60666666259e-06,4.97683344245e-06,1.20994283864e-05,1.0,1.0,1.0,1.0,1.0,1.0,6.37816918
40,3.54322814894e-06,3.59909768632e-06,7.3808491267e-06,1.0,1.0,1.0,1.0,1.0,1.0,8.563583611
50,2.11326744947e-06,2.48643809867e-06,5.19500670628e-06,1.0,1.0,1.0,1.0,1.0,1.0,10.749545309
60,1.87686435473e-06,2.41587730179e-06,4.62643624099e-06,1.0,1.0,1.0,1.0,1.0,1.0,12.901761423
70,7.69783118761e-07,1.24436721394e-06,1.4957838883e-06,1.0,1.0,1.0,1.0,1.0,1.0,15.023525887
80,7.52075568972e-07,1.10239873355e-06,1.36054060917e-06,1.0,1.0,1.0,1.0,1.0,1.0,17.147274952
90,5.7770939062e-07,8.31283920452e-07,1.22730801234e-06,1.0,1.0,1.0,1.0,1.0,1.0,19.266889544
100,1.59456037119e-07,4.26025433201e-07,3.24873794408e-07,1.0,1.0,1.0,1.0,1.0,1.0,21.440223148
110,4.92777178817e-08,8.26506944812e-08,1.85539214113e-07,1.0,1.0,1.0,1.0,1.0,1.0,23.644867514
120,2.36332027445e-08,8.44044148605e-08,1.13772399349e-07,1.0,1.0,1.0,1.0,1.0,1.0,25.848680011
130,5.29774142207e-09,2.1515404964e-08,2.12624969124e-08,1.0,1.0,1.0,1.0,1.0,1.0,28.049552494
140,3.13112743765e-09,1.22973747273e-08,1.38411330857e-08,1.0,1.0,1.0,1.0,1.0,1.0,30.301236419
150,3.16802238944e-09,2.88444111015e-08,1.75075359835e-08,1.0,1.0,1.0,1.0,1.0,1.0,32.587115775
160,7.45566120379e-11,9.03078068684e-10,4.43646186309e-10,1.0,1.0,1.0,1.0,1.0,1.0,34.876744256
