iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0101058247587,0.0105372875551,0.00801017400995,0.988047808765,0.979532163743,0.98814229249,0.993987975952,0.989660265879,0.994035785288,0.172165832
10,1.11815948726e-05,8.98876022545e-06,2.92729157589e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.698702764
20,8.94686617187e-06,6.22762927437e-06,1.51935115426e-05,1.0,1.0,1.0,1.0,1.0,1.0,3.400693265
30,1.11758908668e-06,1.70565470328e-06,2.2714544237e-06,1.0,1.0,1.0,1.0,1.0,1.0,5.136823313
40,1.060990582e-06,1.52875769423e-06,2.28786481591e-06,1.0,1.0,1.0,1.0,1.0,1.0,6.796129324
50,5.88731118582e-07,1.33123005579e-06,1.35186100486e-06,1.0,1.0,1.0,1.0,1.0,1.0,8.562291906
60,3.10767121727e-07,7.80232875401e-07,1.22788369844e-06,1.0,1.0,1.0,1.0,1.0,1.0,10.377610355
70,3.98191965048e-07,9.99004007819e-07,1.38234292225e-06,1.0,1.0,1.0,1.0,1.0,1.0,12.097037147
80,1.95841712796e-07,6.6909546172e-07,6.98019976207e-07,1.0,1.0,1.0,1.0,1.0,1.0,13.805900887
90,1.13923281558e-07,4.48063629905e-07,3.46278592306e-07,1.0,1.0,1.0,1.0,1.0,1.0,15.636321638
100,5.76476938084e-08,3.08262157891e-07,1.67987573479e-07,1.0,1.0,1.0,1.0,1.0,1.0,17.387290718
110,6.64317424099e-08,2.46367722099e-07,1.59656236758e-07,1.0,1.0,1.0,1.0,1.0,1.0,19.221704132
120,3.3753542803e-08,1.47786169253e-07,8.25866242457e-08,1.0,1.0,1.0,1.0,1.0,1.0,20.998860808
130,2.86682771976e-08,1.40096693237e-07,7.34185729485e-08,1.0,1.0,1.0,1.0,1.0,1.0,22.756120914
140,8.25814304783e-09,4.59099158317e-08,1.80770650993e-08,1.0,1.0,1.0,1.0,1.0,1.0,24.497424079
150,4.89897190415e-09,3.6953547989e-08,1.16798566776e-08,1.0,1.0,1.0,1.0,1.0,1.0,26.312227646
160,4.487254702e-09,2.18101736818e-08,1.05821612502e-08,1.0,1.0,1.0,1.0,1.0,1.0,28.168761295
170,1.57566246408e-09,7.89149586643e-09,4.48566384338e-09,1.0,1.0,1.0,1.0,1.0,1.0,29.887774555
180,6.63717452228e-10,2.79564040283e-09,1.698762134e-09,1.0,1.0,1.0,1.0,1.0,1.0,31.712065481
190,8.10165292481e-10,5.05532695803e-09,1.96382068612e-09,1.0,1.0,1.0,1.0,1.0,1.0,33.494816851
200,1.95389776976e-10,1.35282869027e-09,4.62296631874e-10,1.0,1.0,1.0,1.0,1.0,1.0,35.237820883
210,2.66680439395e-10,1.39373063043e-09,4.52012525744e-10,1.0,1.0,1.0,1.0,1.0,1.0,37.052963658
220,1.58220495165e-11,5.25699678227e-11,3.16800131263e-11,1.0,1.0,1.0,1.0,1.0,1.0,38.761436272
230,1.00807116281e-11,3.51657339864e-11,2.29985046192e-11,1.0,1.0,1.0,1.0,1.0,1.0,40.450534281
240,7.73318072934e-12,2.73278861586e-11,1.61380831198e-11,1.0,1.0,1.0,1.0,1.0,1.0,42.201897831
250,2.63338419936e-12,8.58963064096e-12,5.96024214053e-12,1.0,1.0,1.0,1.0,1.0,1.0,44.005381516
260,1.13407907475e-12,1.01513555766e-11,3.8205274225e-12,1.0,1.0,1.0,1.0,1.0,1.0,45.782209466
270,1.10557474376e-12,3.94109766503e-12,2.31326616423e-12,1.0,1.0,1.0,1.0,1.0,1.0,47.545415072
280,3.35474675149e-13,2.9325699308e-12,1.10677523051e-12,1.0,1.0,1.0,1.0,1.0,1.0,49.319698192
290,1.17539522918e-13,7.5455980569e-13,3.11876221762e-13,1.0,1.0,1.0,1.0,1.0,1.0,51.141105413
300,1.45622521127e-14,2.95446018249e-14,4.46385053562e-14,1.0,1.0,1.0,1.0,1.0,1.0,52.924608513
310,1.20009700832e-15,6.20369575313e-15,4.31811641063e-15,1.0,1.0,1.0,1.0,1.0,1.0,54.630289329
320,6.83353756052e-16,5.17504102856e-15,1.18715646035e-15,1.0,1.0,1.0,1.0,1.0,1.0,56.402824895
330,2.73858724721e-17,1.35594422539e-16,5.56728623579e-17,1.0,1.0,1.0,1.0,1.0,1.0,58.154413052
340,7.96531179894e-18,6.43293121128e-17,2.58921500951e-17,1.0,1.0,1.0,1.0,1.0,1.0,59.848905774
350,2.14864040768e-18,1.33755126179e-17,1.15718165953e-17,1.0,1.0,1.0,1.0,1.0,1.0,61.572238088
360,1.88944807493e-19,1.53707073926e-18,1.16548342084e-18,1.0,1.0,1.0,1.0,1.0,1.0,63.312829596
370,2.68573342103e-19,1.77538697719e-18,1.37874431159e-18,1.0,1.0,1.0,1.0,1.0,1.0,65.121471929
380,5.0922601882e-20,2.10880952533e-19,1.8139824639e-19,1.0,1.0,1.0,1.0,1.0,1.0,66.933391829
390,2.38245512808e-20,1.22354728688e-19,1.42840742029e-19,1.0,1.0,1.0,1.0,1.0,1.0,68.671363188
400,1.87116073034e-21,1.16965546418e-20,1.11708067455e-20,1.0,1.0,1.0,1.0,1.0,1.0,70.439631774
410,1.03705296181e-22,9.56398785956e-22,9.89452733907e-22,1.0,1.0,1.0,1.0,1.0,1.0,72.127706397
420,4.85203960078e-23,4.65642342933e-22,2.27505853578e-22,1.0,1.0,1.0,1.0,1.0,1.0,73.885293539
430,3.83501845839e-24,4.34291315366e-23,3.42709706001e-23,1.0,1.0,1.0,1.0,1.0,1.0,75.596994817
440,2.21756875677e-24,2.40445745562e-23,1.2559106537e-23,1.0,1.0,1.0,1.0,1.0,1.0,77.30616703
450,2.99887774832e-25,3.52695536588e-24,1.26247582768e-24,1.0,1.0,1.0,1.0,1.0,1.0,79.127475508
460,1.14978012671e-25,1.51005056941e-24,8.89834464719e-25,1.0,1.0,1.0,1.0,1.0,1.0,80.86211809
470,2.33412112624e-26,8.53384069512e-25,2.86323961165e-25,1.0,1.0,1.0,1.0,1.0,1.0,82.664926364
480,3.26924193818e-27,3.17746218912e-26,1.52025419967e-26,1.0,1.0,1.0,1.0,1.0,1.0,84.33234872
490,4.88825413975e-28,8.45528732672e-27,3.27701063313e-27,1.0,1.0,1.0,1.0,1.0,1.0,86.145568167
500,4.74054406027e-28,7.96175679955e-27,3.78421331226e-28,1.0,1.0,1.0,1.0,1.0,1.0,87.991135458
510,1.60779516816e-29,2.01430146739e-27,1.16431816175e-28,1.0,1.0,1.0,1.0,1.0,1.0,89.847010214
520,6.59404037794e-30,1.11001191743e-26,9.49858295747e-29,1.0,1.0,1.0,1.0,1.0,1.0,91.670481818
530,1.28108869926e-30,4.99514308169e-28,4.28567005172e-29,1.0,1.0,1.0,1.0,1.0,1.0,93.428127943
540,1.01136643072e-31,2.09241318541e-29,2.15377735289e-30,1.0,1.0,1.0,1.0,1.0,1.0,95.206338936
550,4.6160934444e-33,2.4507740111e-32,2.16313143477e-32,1.0,1.0,1.0,1.0,1.0,1.0,96.945806975
560,6.38395901885e-34,2.01828447973e-33,1.94876705835e-33,1.0,1.0,1.0,1.0,1.0,1.0,98.804309742
570,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422348639
580,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422353332
590,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422357986
600,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422362441
610,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.42236698
620,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422371215
630,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422375535
640,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422379489
650,7.36610656021e-35,7.20815885619e-35,9.74383529176e-35,1.0,1.0,1.0,1.0,1.0,1.0,100.422383603
