iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.283092242446,0.276366588307,0.276751394493,0.203187250996,0.222222222222,0.225296442688,0.337748344371,0.363636363636,0.367741935484,0.00899675700001
10,0.279887880389,0.273386993099,0.273434811762,0.221115537849,0.230994152047,0.249011857708,0.362153344209,0.375296912114,0.398734177215,0.09862335
20,0.281939465472,0.275283459613,0.274343532657,0.21812749004,0.233918128655,0.260869565217,0.358135731807,0.379146919431,0.413793103448,0.188237168
30,0.279067384626,0.272321091266,0.272250663339,0.222111553785,0.24269005848,0.260869565217,0.363488182559,0.390588235294,0.413793103448,0.278079597
40,0.273984240276,0.267004182747,0.267859926325,0.230079681275,0.248538011696,0.276679841897,0.374089068826,0.3981264637,0.433436532508,0.367692161
50,0.27232501934,0.264975147467,0.266435517176,0.231075697211,0.251461988304,0.276679841897,0.375404530744,0.401869158879,0.433436532508,0.457321259
60,0.271542760405,0.26402841813,0.266067525973,0.23406374502,0.25730994152,0.276679841897,0.379338175948,0.409302325581,0.433436532508,0.546881152
70,0.268051179719,0.260207112262,0.26342815329,0.241035856574,0.260233918129,0.276679841897,0.388443017657,0.412993039443,0.433436532508,0.636480858
80,0.260293864027,0.252939113499,0.256677939833,0.254980079681,0.271929824561,0.276679841897,0.406349206349,0.427586206897,0.433436532508,0.726102865
90,0.259955224582,0.252751148709,0.256098002388,0.253984063745,0.271929824561,0.276679841897,0.405083399523,0.427586206897,0.433436532508,0.815881211
100,0.259903081319,0.252527009973,0.257606698338,0.252988047809,0.263157894737,0.268774703557,0.403815580286,0.416666666667,0.423676012461,0.905663537
110,0.253748292411,0.245908914246,0.251938494546,0.269920318725,0.286549707602,0.280632411067,0.425098039216,0.445454545455,0.438271604938,0.995291064
120,0.252745555938,0.244978319833,0.250404072872,0.282868525896,0.289473684211,0.284584980237,0.44099378882,0.448979591837,0.443076923077,1.084907884
130,0.232239539366,0.223999340168,0.231874134703,0.332669322709,0.353801169591,0.320158102767,0.499252615845,0.522678185745,0.48502994012,1.174555003
140,0.215233766646,0.20759897917,0.218591023833,0.374501992032,0.400584795322,0.351778656126,0.544927536232,0.572025052192,0.520467836257,1.264119557
150,0.211316936255,0.202978956534,0.214129714372,0.387450199203,0.418128654971,0.359683794466,0.558506819813,0.589690721649,0.529069767442,1.35377686
160,0.206675491534,0.197887825718,0.208546525021,0.399402390438,0.426900584795,0.363636363636,0.570818505338,0.598360655738,0.533333333333,1.443376841
170,0.188475415898,0.179397306005,0.189770047007,0.448207171315,0.497076023392,0.415019762846,0.618982118294,0.6640625,0.586592178771,1.542938156
180,0.180349476439,0.171347546736,0.180721757135,0.475099601594,0.505847953216,0.438735177866,0.644159351789,0.671844660194,0.60989010989,1.638289926
190,0.17405855043,0.164432134164,0.174581798158,0.5,0.523391812865,0.478260869565,0.666666666667,0.687140115163,0.647058823529,1.733762867
200,0.171554131577,0.162610100903,0.17239614538,0.499003984064,0.523391812865,0.486166007905,0.665780730897,0.687140115163,0.654255319149,1.829098651
210,0.166839766699,0.157558666543,0.167081510616,0.520916334661,0.558479532164,0.498023715415,0.685003274394,0.71669793621,0.664907651715,1.924524432
220,0.165162165132,0.155758559638,0.164069852212,0.535856573705,0.567251461988,0.509881422925,0.697795071336,0.723880597015,0.675392670157,2.019854653
230,0.163842850544,0.154490949035,0.162817668775,0.540836653386,0.573099415205,0.509881422925,0.702003878474,0.728624535316,0.675392670157,2.115239763
240,0.166566809233,0.157496915656,0.165441650886,0.53984063745,0.561403508772,0.509881422925,0.701164294955,0.719101123596,0.675392670157,2.210657706
