,0,1,2,3,4,5,6,7,8,9
2,0.5946518295766078,0.6856591667809879,0.6334200602137307,0.7145638291994599,0.5435811789243121,0.5415990843056876,0.5491066022547931,0.5050629956471895,0.6245097910686244,0.5901935908867958
3,0.6544696582851971,0.7757940960445254,0.7603659650086215,0.786397342406919,0.6546544308525085,0.7732772167535413,0.710559346521844,0.6676138396126462,0.7665086182563017,0.6509362987035852
4,0.7714742066458098,0.814675374859581,0.8099917590908622,0.7441361672683654,0.7680207543546858,0.7647120068240384,0.7382138196026016,0.8033408816836514,0.8436416724859254,0.7116013194768348
5,0.7899324682676557,0.8654237180603211,0.7936464681130817,0.8111904982156095,0.8562757994520123,0.6232137881566481,0.7442845448635166,0.746914242319892,0.8250485255985223,0.8040516682819557
6,0.8094779619857227,0.8408341376724311,0.9027681749605861,0.9099772014096625,0.8615869762676196,0.8014283349951666,0.7573221638897114,0.795962319473488,0.8327556785662361,0.7958768959005206
7,0.8135954733286861,0.8629020722878186,0.8538956575363218,0.9048091834317135,0.8637026140011184,0.84826433470758,0.7785371972030948,0.7928806154195313,0.8476999756087837,0.8094401628043816
8,0.8083721258101817,0.850007183509119,0.8848060621053212,0.9286551191448988,0.888414380669058,0.8732780432448182,0.7774451104356038,0.7747910547543722,0.8623093963390079,0.8244173565962055
9,0.8129274100324904,0.8584260925307978,0.8763330285425043,0.9129458502515888,0.8947451057415023,0.9071278540326598,0.8821919407136614,0.8183827299956262,0.8827975254144415,0.8322920206876994
10,0.8614821882853541,0.8633537732413114,0.9066911632677372,0.9291199265111293,0.8798874619769306,0.8556779502693499,0.8660448543098876,0.8230062734176975,0.8894628245572033,0.8787870498203227
11,0.8811258014014729,0.9203193904895723,0.9158388685930376,0.9475798071738698,0.8776818265256612,0.878402019656166,0.8854513441008364,0.8804992539970172,0.9129327147134798,0.8968134449297889
