,0,1,2,3,4,5,6,7,8,9
2,0.8677372827234063,0.8375743379203123,0.9151235326363963,0.9183202438117575,0.9035499972981785,0.9050735369869745,0.49180958931876056,0.760140087685182,0.968557764646297,0.4413403113994201
3,0.9621009292320496,0.8752584418248035,0.7813268823835419,0.8671622331957584,0.8573184454234895,0.9520917235237076,0.9612923653563894,0.6544581153699632,0.8863219823090938,0.89358311507939
4,0.6191998075860997,0.8420493519771409,0.9213513783415523,0.8931723024348741,0.5098882715281532,0.9347909031713234,0.9562559131638705,0.966591429540087,0.8100341770476681,0.9037990663132663
5,0.9625240418687515,0.9898512374110239,0.9375497203749471,0.96739088102276,0.9086220614076538,0.9721731067212422,0.7645253216084801,0.9473577180058794,0.9030393120749592,0.922036283533369
6,0.9848592910711722,0.9025856961936422,0.9944567808812629,0.9073356842276148,0.7824901566311545,0.8352841007918688,0.9787708901100084,0.9710417390530866,0.9867615337236378,0.9688424780259403
7,0.8694591977026631,0.7544319511058091,0.9536240660052453,0.9712445685766105,0.9448276200221504,0.9749158315851298,0.9793156950966546,0.8908349506974895,0.8332618001215503,0.9758137580209338
8,0.8152786510028321,0.9732361632361166,0.9887188502305014,0.9907429538653809,0.9760137484560385,0.9866630192163185,0.9969299785349373,0.9420869459399362,0.9809243168443519,0.9920225652000378
9,0.9317621411132588,0.9642637284618711,0.9747246566600325,0.9857514500641467,0.972934802707235,0.9760538267168127,0.9464896147693818,0.9900539015382432,0.9559752703813303,0.9865863952433628
10,0.9904633068123665,0.9954495714715192,0.9828905511535897,0.9862822368853017,0.9473790077015961,0.9901429120426456,0.9686681376892687,0.9829949306091608,0.9665475358490162,0.9914890373045219
11,0.9785046235563557,0.9920740783390615,0.9595638239280362,0.9808101941523529,0.9049840683132144,0.9850299842517445,0.9817792717190976,0.8573295238317569,0.9812232031254609,0.9910943890609236
