iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.204569136069,0.209529436525,0.201543499756,0.442231075697,0.421052631579,0.434782608696,0.331622150818,0.289900662252,0.394560268392,0.256470513
10,0.0850792533946,0.0765012030414,0.0929356491792,0.807768924303,0.827485380117,0.802371541502,0.353553736988,0.349503311258,0.292175892643,3.147296323
20,0.0686720421657,0.0584014487355,0.0769526047669,0.862549800797,0.883040935673,0.845849802372,0.456178665863,0.475620860927,0.464054636952,6.153152574
30,0.0673340132379,0.0657689381738,0.0837815657721,0.836653386454,0.836257309942,0.790513833992,0.584705626402,0.574213576159,0.490234843039,9.165174456
40,0.0674632548461,0.0588231558533,0.0783251317705,0.860557768924,0.883040935673,0.845849802372,0.461224353181,0.443584437086,0.387251377906,12.188487289
50,0.0564804438394,0.0500730960309,0.063451657298,0.863545816733,0.880116959064,0.841897233202,0.707463098705,0.644122516556,0.673136832015,15.237851923
60,0.057449121226,0.0496495914012,0.0663892090239,0.862549800797,0.880116959064,0.849802371542,0.746519061485,0.750248344371,0.711718188354,18.350336103
70,0.063800283559,0.054902941781,0.0745265842423,0.862549800797,0.883040935673,0.845849802372,0.55806305854,0.60136589404,0.48753894081,21.491456901
80,0.0576105844345,0.0497577933397,0.069133928492,0.864541832669,0.885964912281,0.841897233202,0.669486561569,0.67363410596,0.58309369758,24.409585017
90,0.0572468889357,0.0502854568402,0.0668833099642,0.862549800797,0.880116959064,0.853754940711,0.721211132309,0.694495033113,0.66690630242,27.462921538
100,0.0574936764427,0.047352385824,0.0658124089766,0.860557768924,0.888888888889,0.845849802372,0.697162533052,0.731746688742,0.669662113587,30.557947297
110,0.0563550921717,0.0449011706656,0.0629806962992,0.866533864542,0.897660818713,0.857707509881,0.719202898551,0.711630794702,0.647735442128,33.634998252
120,0.0557678327337,0.0465472794105,0.0650451020558,0.866533864542,0.894736842105,0.849802371542,0.684820263079,0.679552980132,0.591720584711,36.611140324
130,0.0561931391085,0.0444015849253,0.0644629021594,0.861553784861,0.894736842105,0.837944664032,0.704810556615,0.713534768212,0.630960939372,39.961142109
140,0.0545040476051,0.044866866243,0.0637551691881,0.872509960159,0.894736842105,0.853754940711,0.717726009974,0.728021523179,0.677630002396,43.068881904
150,0.052612391902,0.0439417683126,0.0622285084418,0.870517928287,0.891812865497,0.861660079051,0.719248920574,0.707284768212,0.65558351306,46.047535156
160,0.0562320802572,0.0453235080284,0.0652925241096,0.857569721116,0.891812865497,0.849802371542,0.691409780098,0.693708609272,0.615444524323,49.019605361
170,0.0542909605641,0.04655928086,0.0650136593016,0.872509960159,0.891812865497,0.853754940711,0.708174348161,0.715355960265,0.640186915888,51.996985916
180,0.0527466719439,0.0452558688174,0.0633294188142,0.876494023904,0.894736842105,0.853754940711,0.716512702079,0.715935430464,0.669961658279,54.962999017
190,0.0519381479891,0.0436901619952,0.0624304621964,0.874501992032,0.891812865497,0.861660079051,0.715328680925,0.705008278146,0.670980110232,57.765977848
200,0.0517134861349,0.0438997710149,0.061964925982,0.876494023904,0.888888888889,0.861660079051,0.720993573652,0.723716887417,0.676911095135,60.778159122
210,0.0515189064484,0.0433839628503,0.0624721230255,0.879482071713,0.897660818713,0.861660079051,0.733704019815,0.737293046358,0.687395159358,63.770463156
220,0.0511687042588,0.0435005351359,0.0619518584755,0.884462151394,0.894736842105,0.861660079051,0.736335642802,0.728187086093,0.710819554277,66.706850134
230,0.0515095736404,0.0431630469807,0.060831309855,0.880478087649,0.900584795322,0.865612648221,0.733448806774,0.725951986755,0.679906542056,69.728841599
240,0.0514940353691,0.0437007154561,0.0610465856158,0.879482071713,0.897660818713,0.861660079051,0.740799779094,0.730587748344,0.680924994009,72.613471376
250,0.0514407900902,0.042820694669,0.0616755779496,0.878486055777,0.897660818713,0.865612648221,0.729683368477,0.732988410596,0.68541816439,75.560338988
260,0.0514059178556,0.0435411062632,0.0612043280822,0.879482071713,0.900584795322,0.865612648221,0.738490310272,0.733567880795,0.687215432543,78.51172974
270,0.051256749634,0.0438164243325,0.0615402409889,0.877490039841,0.900584795322,0.865612648221,0.73630635606,0.724296357616,0.699916127486,81.390026527
280,0.0503643854913,0.0437847392207,0.061949198333,0.883466135458,0.891812865497,0.869565217391,0.727336245272,0.723675496689,0.691708602924,84.265899523
290,0.0516750940987,0.0437095440877,0.0619656319931,0.881474103586,0.897660818713,0.865612648221,0.736260334036,0.729056291391,0.700035945363,87.277032865
300,0.0513877077083,0.0435353258155,0.0616362698988,0.877490039841,0.897660818713,0.865612648221,0.730515948723,0.730380794702,0.68541816439,90.277694308
310,0.0509640930452,0.0441799375483,0.0619219924785,0.883466135458,0.897660818713,0.865612648221,0.735097231984,0.725745033113,0.703750299545,93.314193587
320,0.0519352592227,0.0440693495355,0.0621772267059,0.871513944223,0.891812865497,0.853754940711,0.744356026375,0.727069536424,0.724418883297,96.24419456
330,0.0509126753296,0.0438474515334,0.0615635101587,0.883466135458,0.897660818713,0.873517786561,0.734486394216,0.724213576159,0.698598130841,99.22204166
340,0.051515529153,0.0441901022027,0.0617830044022,0.871513944223,0.891812865497,0.861660079051,0.743674063661,0.727400662252,0.70393002636,102.255079659
350,0.0515431922995,0.0439402357599,0.0611807830144,0.878486055777,0.894736842105,0.869565217391,0.741423168323,0.72607615894,0.713215911814,105.171707589
360,0.0516731024857,0.0436957021883,0.0612406289071,0.872509960159,0.891812865497,0.865612648221,0.7373230244,0.728642384106,0.687994248742,108.183944076
370,0.0514119206032,0.0436760975832,0.0607535453639,0.873505976096,0.894736842105,0.869565217391,0.740498544031,0.726945364238,0.709022286125,111.02864549
