,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.005927658081054688,0.00034499168395996094,0.658263305322129,0.6625000000000003,0.1,"(10,)",2,"{'ica__n_components': 2, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",1,0.6666666666666666,0.6562500000000003,0.6666666666666666,0.6666666666666671,0.625,0.6666666666666671,0.6666666666666666,0.6562500000000004,0.6666666666666669,0.6666666666666666,6.597513820296623e-05,4.976041926648927e-06,0.016718958524248356,0.005103103630798225
1,0.008990192413330078,0.00035262107849121094,0.33333333333333337,0.3333333333333334,0.1,"(10,)",3,"{'ica__n_components': 3, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333335,0.33333333333333337,0.3333333333333333,0.0036888233927269668,1.084005145140291e-05,4.985886294262796e-17,7.447602459741819e-17
2,0.013227605819702148,0.0003434658050537109,0.33333333333333337,0.3333333333333334,0.1,"(10,)",4,"{'ica__n_components': 4, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007822119329679756,2.534872791290667e-06,4.985886294262796e-17,9.288792252416251e-17
3,0.013085699081420899,0.00034132003784179685,0.33333333333333337,0.3333333333333334,0.1,"(10,)",5,"{'ica__n_components': 5, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007692103440313043,1.0936112347774234e-06,4.985886294262796e-17,9.288792252416251e-17
4,0.013103818893432618,0.0003450870513916016,0.33333333333333337,0.3333333333333334,0.1,"(10,)",6,"{'ica__n_components': 6, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007762637237004855,8.399104508399522e-06,4.985886294262796e-17,9.288792252416251e-17
5,0.013081789016723633,0.00033974647521972656,0.33333333333333337,0.3333333333333334,0.1,"(10,)",7,"{'ica__n_components': 7, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007691105795012447,9.887905766166553e-07,4.985886294262796e-17,9.288792252416251e-17
6,0.013073539733886719,0.0003413677215576172,0.33333333333333337,0.3333333333333334,0.1,"(10,)",8,"{'ica__n_components': 8, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007703378105872506,2.3621494439126654e-06,4.985886294262796e-17,9.288792252416251e-17
7,0.013060712814331054,0.0003418445587158203,0.33333333333333337,0.3333333333333334,0.1,"(10,)",9,"{'ica__n_components': 9, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.0076762934567952265,1.291867941297919e-06,4.985886294262796e-17,9.288792252416251e-17
8,0.013086748123168946,0.0003418922424316406,0.33333333333333337,0.3333333333333334,0.1,"(10,)",10,"{'ica__n_components': 10, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007691411014774416,2.3213694466854257e-06,4.985886294262796e-17,9.288792252416251e-17
9,0.013081169128417969,0.00034394264221191404,0.33333333333333337,0.3333333333333334,0.1,"(10,)",11,"{'ica__n_components': 11, 'NN__hidden_layer_sizes': (10,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.33333333333333354,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.33333333333333354,0.33333333333333337,0.3333333333333333,0.007691727416815204,2.081764216703708e-06,4.985886294262796e-17,9.288792252416251e-17
10,0.00601811408996582,0.0003421783447265625,0.33333333333333337,0.3333333333333334,0.1,"(20,)",2,"{'ica__n_components': 2, 'NN__hidden_layer_sizes': (20,), 'NN__alpha': 0.1}",189,0.3333333333333333,0.3333333333333335,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333335,0.33333333333333337,0.3333333333333333,8.354010101082563e-05,3.4988281875313075e-06,4.985886294262796e-17,6.080941944488117e-17
