,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.410554552078247,0.1868647575378418,0.18783392334656723,0.1924929016382409,relu,0.05,"(50, 50, 50)",0.001,"{'NN__activation': 'relu', 'NN__learning_rate_init': 0.001, 'NN__alpha': 0.05, 'NN__hidden_layer_sizes': (50, 50, 50)}",1,0.17876375045586546,0.2064876588721701,0.19517485306595858,0.18416770286978215,0.18916575848625125,0.18789271629450444,0.18332344437397205,0.20070919291264702,0.1927890136124939,0.18320723724210078,0.34123738042623913,0.042505427073500114,0.00605441077188702,0.009381416474619545
