,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.2565216064453125,0.10239701271057129,0.917016806722689,0.9291666666666668,relu,0.05,"(50, 50, 50)",0.001,"{'NN__activation': 'relu', 'NN__hidden_layer_sizes': (50, 50, 50), 'NN__alpha': 0.05, 'NN__learning_rate_init': 0.001}",1,0.8333333333333334,0.8645833333333335,0.9583333333333334,0.9479166666666666,0.9166666666666666,0.9583333333333334,1.0,0.9583333333333335,0.8750000000000001,0.9166666666666666,0.0028725626704456924,0.0005966199099851851,0.05904819043090416,0.03572172541558799
