iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.141148573986,0.139824598439,0.12219962983,0.586653386454,0.599415204678,0.624505928854,0.596683904006,0.572806291391,0.690450515217,0.25259333
50,0.0685151099704,0.0583292195845,0.0769815535492,0.862549800797,0.883040935673,0.845849802372,0.45778106905,0.429594370861,0.420800383417,15.332381741
100,0.0670084634942,0.0576564935709,0.0749685030354,0.862549800797,0.883040935673,0.845849802372,0.539654249088,0.502649006623,0.555415768033,30.165131596
150,0.0619228433401,0.0520512850994,0.0703180990071,0.862549800797,0.883040935673,0.845849802372,0.682740904375,0.676200331126,0.639408099688,44.402501039
200,0.0568857191525,0.0497179137103,0.0634819186638,0.865537848606,0.880116959064,0.849802371542,0.686933092345,0.683774834437,0.662293314162,59.705467284
250,0.0554187047196,0.0492259662967,0.0611028867292,0.864541832669,0.880116959064,0.857707509881,0.71298155772,0.696688741722,0.704828660436,74.845523888
300,0.0562011997648,0.0509494489461,0.0610340498618,0.858565737052,0.87134502924,0.861660079051,0.691531110888,0.673509933775,0.696561226935,89.59539474
350,0.0524070070117,0.0501374026894,0.0568040833914,0.861553784861,0.868421052632,0.857707509881,0.74175369013,0.724668874172,0.753235082674,104.49716386
400,0.0552260517327,0.0505145477941,0.0616203529643,0.867529880478,0.880116959064,0.853754940711,0.708923252,0.695364238411,0.708662832495,119.674443325
450,0.0532967119158,0.0465684940846,0.0630205708642,0.866533864542,0.894736842105,0.853754940711,0.717173745691,0.711879139073,0.700275581117,133.878322507
500,0.0530879836072,0.0470861034772,0.0618075372986,0.868525896414,0.885964912281,0.853754940711,0.720253037454,0.718418874172,0.703810208483,148.295784935
550,0.0536437923484,0.0444833878695,0.0622028208894,0.867529880478,0.894736842105,0.849802371542,0.715730327677,0.744908940397,0.690630242032,163.466034758
600,0.0530911446617,0.044315821748,0.0602185727853,0.873505976096,0.891812865497,0.861660079051,0.724332262275,0.747392384106,0.719686077163,178.069822197
650,0.0515123984686,0.0442916196806,0.0610180952835,0.871513944223,0.891812865497,0.849802371542,0.733486461157,0.746150662252,0.726935058711,192.400675238
700,0.0528313989182,0.0455685839438,0.0621087821236,0.873505976096,0.891812865497,0.849802371542,0.727152157178,0.736465231788,0.69524323029,207.59824961
750,0.0560399765765,0.0482315592678,0.0649540045041,0.865537848606,0.883040935673,0.845849802372,0.704659939084,0.711465231788,0.684699257129,223.39561764
800,0.0580888064771,0.0493628154475,0.0676205165301,0.862549800797,0.883040935673,0.845849802372,0.697886333969,0.715149006623,0.654864605799,238.872345988
850,0.0571856728681,0.0482742164873,0.0665080959069,0.864541832669,0.885964912281,0.845849802372,0.696785989222,0.700372516556,0.657141145459,254.563647059
900,0.0561279048251,0.047058484931,0.0647450229029,0.865537848606,0.888888888889,0.845849802372,0.721114904442,0.732533112583,0.67751018452,269.807076147
950,0.0543252795094,0.045338326665,0.0625194642539,0.870517928287,0.894736842105,0.849802371542,0.720319978579,0.739362582781,0.676431823628,284.69879257
1000,0.0549856333081,0.0495733770683,0.0632140676624,0.864541832669,0.877192982456,0.837944664032,0.724959835325,0.731374172185,0.70393002636,299.7126618
1050,0.0572078333768,0.0478928803269,0.0669253157284,0.866533864542,0.885964912281,0.841897233202,0.69815409847,0.685844370861,0.654864605799,314.679338935
