episode,length,time,reward,delta
0,500.0,0.022950999999920896,-2283.0,-0.23747876058513273
1,500.0,0.02278000000001157,-1788.0,-0.6001346514187909
2,24.0,0.0011559999998098647,76.0,100.00057001204571
3,288.0,0.013115999999854466,-683.0,50.00028500602286
4,105.0,0.004816000000118947,-203.0,25.000142503011432
5,29.0,0.001366999999845575,71.0,12.500071251505716
6,35.0,0.0016409999998359126,65.0,6.250035625752858
7,49.0,0.00228400000014517,51.0,3.125017812876436
8,32.0,0.0015069999999468564,68.0,1.5625089064382252
9,62.0,0.0028590000001713634,-61.0,0.7812544532191197
10,18.0,0.0008700000000771979,82.0,0.39062722660956695
11,46.0,0.002151999999796317,-144.0,0.19531361330477637
12,40.0,0.0018600000000787986,-39.0,0.09765680665238108
13,23.0,0.001090999999860287,77.0,0.048828403326197645
14,22.0,0.0010459999998602143,78.0,0.024414201663105928
15,16.0,0.0007849999999507418,84.0,0.01220710083156007
16,16.0,0.0007740000000922009,84.0,0.006103550415772929
17,42.0,0.0019760000000133005,-41.0,0.003051775207879359
18,15.0,0.0007430000000567816,85.0,0.0015258876039325742
19,15.0,0.0007369999998445564,85.0,0.0007629438019733925
20,27.0,0.0012730000000829023,-26.0,0.00038147190097959083
21,36.0,0.00169000000005326,-35.0,0.00019073595048269
22,14.0,0.0006869999999707943,86.0,9.536797524845042e-05
23,16.0,0.0007780000000821019,84.0,4.768398763133064e-05
24,14.0,0.0007030000001577719,86.0,2.384199380855989e-05
25,16.0,0.0007980000000316068,84.0,1.1920996897174518e-05
26,16.0,0.0007780000000821019,84.0,5.9604984556926865e-06
27,14.0,0.0006869999999707943,86.0,2.980249220740916e-06
28,16.0,0.0007749999999759893,84.0,1.4901246032650306e-06
29,14.0,0.0007009999999354477,86.0,7.450623087379427e-07
30,14.0,0.0006879999998545827,86.0,3.7253114726354397e-07
31,14.0,0.0006849999999758438,86.0,1.8626558073719934e-07
32,41.0,0.0018929999998817948,-238.0,9.313278326317231e-08
33,16.0,0.0007949999999254942,84.0,4.6566398737013515e-08
34,18.0,0.0008679999998548737,82.0,2.32831922630794e-08
35,20.0,0.0009569999999712309,-19.0,1.1641603236967057e-08
36,99.0,0.004521999999951731,-197.0,5.820808723910886e-09
37,17.0,0.000827999999955864,83.0,2.9103972565280856e-09
38,18.0,0.0008629999999811844,82.0,1.4552057336914004e-09
39,15.0,0.0007329999998546555,85.0,7.276099722730578e-10
40,15.0,0.0007310000000870787,85.0,3.638120915638865e-10
41,14.0,0.000687000000198168,86.0,1.8191315120930085e-10
