,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.020418405532836914,0.0007850170135498047,0.3333333333333333,0.3333333333333333,0.1,"(10,)",2,"{'km__n_clusters': 2, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",897,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.002161469428769698,3.5124680857987934e-05,0.0,4.965068306494546e-17
1,0.022888708114624023,0.0007105827331542969,0.32280701754385965,0.3253333333333333,0.1,"(10,)",3,"{'km__n_clusters': 3, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",957,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.3333333333333333,0.2777777777777778,0.2933333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333326,0.002711975419781286,3.253189841941368e-05,0.02177135727366816,0.016000000000000035
2,0.026487159729003906,0.0007297515869140625,0.08421052631578947,0.09230769230769229,0.1,"(10,)",4,"{'km__n_clusters': 4, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",1033,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.46153846153846145,0.0,0.0,0.0007651289338664191,5.105498815278692e-06,0.17417085818934536,0.18461538461538457
3,0.02800593376159668,0.0007113933563232422,0.42807017543859655,0.4281025641025641,0.1,"(10,)",5,"{'km__n_clusters': 5, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",705,0.3333333333333333,0.3200000000000001,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.48717948717948717,0.0014667180141939133,1.0822627923375475e-05,0.13168416845470318,0.13420245335997755
4,0.031182003021240235,0.0007211685180664063,0.33333333333333337,0.3333333333333333,0.1,"(10,)",6,"{'km__n_clusters': 6, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",845,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333326,0.0011310468877429411,1.6135425415201127e-05,4.932295220242625e-17,3.510833468576701e-17
5,0.03369927406311035,0.0007187366485595703,0.33333333333333337,0.3333333333333333,0.1,"(10,)",7,"{'km__n_clusters': 7, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",845,0.3333333333333333,0.3333333333333334,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0002496407611783827,8.76343155491649e-06,4.932295220242625e-17,4.965068306494546e-17
6,0.037692928314208986,0.000713348388671875,0.4170426065162907,0.4213333333333333,0.1,"(10,)",8,"{'km__n_clusters': 8, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",729,0.6666666666666666,0.6666666666666669,0.38095238095238093,0.44,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333326,0.0008949737885686381,1.4570477025867952e-05,0.13428158856665157,0.12943638506145713
7,0.041946125030517575,0.000725555419921875,0.47418546365914793,0.4555897435897435,0.1,"(10,)",9,"{'km__n_clusters': 9, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",617,0.3333333333333333,0.33333333333333337,0.9523809523809523,0.8933333333333333,0.0,0.0,0.4444444444444444,0.42307692307692296,0.6111111111111112,0.628205128205128,0.0030246007349537204,1.0543817376605773e-05,0.3144046095054522,0.29832239244755737
8,0.042274093627929686,0.0007188796997070312,0.19649122807017544,0.15384615384615385,0.1,"(10,)",10,"{'km__n_clusters': 10, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",1017,0.3333333333333333,0.3333333333333334,0.33333333333333337,0.3333333333333333,0.2777777777777778,0.0641025641025641,0.0,0.012820512820512818,0.0,0.025641025641025637,0.0011764999889889247,1.0680939467897346e-05,0.15480405907688266,0.147519485780949
9,0.05817046165466309,0.0007232189178466797,0.33333333333333337,0.3712820512820512,0.1,"(10,)",15,"{'km__n_clusters': 15, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",845,0.19047619047619047,0.26000000000000006,0.33333333333333337,0.3333333333333333,0.05555555555555555,0.17333333333333328,0.4444444444444444,0.42307692307692296,0.6666666666666666,0.6666666666666664,0.0016896312121067632,1.8015107254208945e-05,0.20621099413445798,0.16908120819251188
10,0.0661658763885498,0.0007155418395996093,0.41904761904761906,0.446974358974359,0.1,"(10,)",20,"{'km__n_clusters': 20, 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,)}",717,0.5238095238095238,0.5333333333333334,0.19047619047619047,0.24,0.5,0.5641025641025641,0.5555555555555556,0.5641025641025641,0.3333333333333333,0.3333333333333333,0.0030102230726830664,8.571670168801761e-06,0.13996231569609632,0.13464662885273798
