steps,time,reward,delta,converged
1,0.0003869999999999152,55.19999999999999,100.2,False
2,0.0003539999999997434,148.04000000000008,20.0,False
3,0.0003539999999997434,179.53600000000006,4.0,False
4,0.0003489999999999327,188.42080000000007,0.8000000000000007,False
5,0.00034799999999890474,190.68256,0.1600000000000108,False
6,0.00034600000000040154,191.23187199999995,0.03200000000000358,False
7,0.00034500000000114994,191.34977024000005,0.006400000000000183,False
8,0.0003449999999993736,191.375036928,0.001280000000000392,False
9,0.0003449999999993736,191.38042101760004,0.00025600000000736145,False
10,0.00034699999999965314,191.3815633715201,5.120000000147229e-05,False
11,0.0003470000000014295,191.38180494950404,1.0240000000827365e-05,False
12,0.00035000000000096065,191.38185588703232,2.048000000254291e-06,True
