episode,length,time,reward,delta
0,500.0,0.023241999999982,-3075.0,-0.6669424257841771
1,81.0,0.0037370000000009895,19.0,100.0
2,500.0,0.02281999999991058,-1986.0,-0.5083379277277698
3,500.0,0.02289599999994607,-1590.0,-0.3497354151205334
4,500.0,0.022652999999991152,-1986.0,-0.16826748262834879
5,500.0,0.022745999999870037,-2580.0,-0.26893909462719345
6,500.0,0.022699999999986176,-1887.0,-0.041782805379956045
7,353.0,0.01597900000001573,-1342.0,90.0
8,197.0,0.00917699999990873,-592.0,81.0
9,500.0,0.0226390000000265,-2184.0,-0.09652953085842175
10,258.0,0.011675999999852138,-851.0,72.9
11,122.0,0.005566000000044369,-319.0,65.61
12,231.0,0.0104710000000523,-725.0,59.049
13,404.0,0.018330999999989217,-1393.0,53.1441
14,135.0,0.006129000000100859,-233.0,47.82969
15,52.0,0.0024040000000695727,-51.0,43.046721
16,186.0,0.008446000000049025,-581.0,38.7420489
17,64.0,0.002970000000004802,-63.0,34.86784401
18,61.0,0.0028330000000096334,-60.0,31.381059609000005
19,311.0,0.01415299999985109,-1102.0,28.2429536481
20,45.0,0.002096000000165077,-44.0,25.41865828329
21,101.0,0.004640999999992346,-199.0,22.876792454961006
22,82.0,0.0037750000001324224,-180.0,20.589113209464898
23,140.0,0.006410999999843625,-337.0,18.530201888518405
24,17.0,0.0008619999998700223,83.0,16.677181699666562
25,131.0,0.006026999999903637,-427.0,15.0094635296999
26,69.0,0.0031770000000506116,-68.0,13.50851717672991
27,196.0,0.008945999999923515,-690.0,12.157665459056915
28,66.0,0.0030249999999796273,-263.0,10.94189891315122
29,25.0,0.0011759999999867432,75.0,9.847709021836096
30,45.0,0.002085999999962951,55.0,8.862938119652483
31,51.0,0.0023530000000846485,-149.0,7.976644307687238
32,51.0,0.002340999999887572,-50.0,7.178979876918518
33,108.0,0.004912999999987733,-206.0,6.461081889226662
34,15.0,0.0007270000000971777,85.0,5.8149737003039945
35,66.0,0.0030520000000251457,-65.0,5.233476330273589
36,49.0,0.002276000000165368,51.0,4.710128697246233
37,45.0,0.0020810000000892614,-44.0,4.239115827521616
38,95.0,0.004331999999976688,-193.0,3.815204244769461
39,22.0,0.0010479999998551648,78.0,3.433683820292515
40,135.0,0.006159000000025117,-431.0,3.0903154382632607
41,21.0,0.0010110000000622676,79.0,2.781283894436939
42,26.0,0.0012280000000828295,74.0,2.503155504993245
43,19.0,0.0009059999999863066,81.0,2.252839954493922
44,71.0,0.0032929999999851134,-70.0,2.027555959044534
45,25.0,0.0011810000000878063,75.0,1.8248003631400849
46,27.0,0.0012730000000829023,73.0,1.6423203268260806
47,19.0,0.0009140000001934823,81.0,1.4780882941434754
48,25.0,0.0011769999998705316,75.0,1.3302794647291307
49,14.0,0.0006909999999606953,86.0,1.1972515182562233
50,33.0,0.0015430000000833388,-32.0,1.0775263664306038
51,16.0,0.0007839999998395797,84.0,0.9697737297875477
52,29.0,0.0013700000001790613,71.0,0.8727963568087915
53,16.0,0.0007820000000720029,84.0,0.7855167211279195
54,22.0,0.001044999999976426,78.0,0.7069650490151247
55,42.0,0.0019469999999728316,58.0,0.6362685441136193
56,46.0,0.0021189999999933207,-45.0,0.5726416897022517
57,47.0,0.0021789999998418352,-46.0,0.5153775207320308
58,65.0,0.0029770000001008157,-262.0,0.46383976865882914
59,20.0,0.0009519999998701678,80.0,0.41745579179294623
60,14.0,0.0006980000000567088,86.0,0.37571021261365445
61,28.0,0.001318000000082975,72.0,0.3381391913522833
62,28.0,0.001308999999992011,72.0,0.3043252722170564
63,21.0,0.0010030000000824657,79.0,0.27389274499535077
64,34.0,0.0015920000000733125,-33.0,0.24650347049581
65,21.0,0.0009990000000925647,79.0,0.22185312344622332
66,87.0,0.003973000000087268,-284.0,0.19966781110160525
67,15.0,0.0007259999999860156,85.0,0.179701029991449
68,23.0,0.001094999999850188,77.0,0.1617309269923055
69,19.0,0.0009070000000974687,81.0,0.14555783429307212
70,14.0,0.0006840000000920554,86.0,0.1310020508637706
71,17.0,0.0008199999999760621,83.0,0.11790184577739637
72,98.0,0.004448000000138563,-493.0,0.10611166119966242
73,17.0,0.0008209999998598505,83.0,0.0955004950796905
74,19.0,0.0009119999999711581,81.0,0.08595044557172571
75,15.0,0.0007320000001982407,85.0,0.0773554010145574
76,16.0,0.0007840000000669534,-15.0,0.06961986091310735
77,32.0,0.0014970000001994777,-31.0,0.06265787482179519
78,24.0,0.0011449999999513238,-122.0,0.05639208733961709
79,55.0,0.0025389999998424173,-54.0,0.0507528786056497
80,16.0,0.0007760000000871514,84.0,0.04567759074508615
81,81.0,0.0037109999998392595,-377.0,0.0411098316705818
82,22.0,0.0010439999998652638,78.0,0.0369988485035293
83,19.0,0.000914999999849897,81.0,0.033298963653180635
84,34.0,0.001583999999866137,-33.0,0.029969067287865414
85,15.0,0.0007290000000921282,85.0,0.026972160559083136
86,18.0,0.0008689999999660358,82.0,0.024274944503176243
87,15.0,0.0007319999999708671,85.0,0.02184745005286004
88,27.0,0.0012729999998555286,73.0,0.01966270504757972
89,28.0,0.0013179999998556013,-27.0,0.017696434542827433
90,16.0,0.0007840000000669534,84.0,0.01592679108854611
91,54.0,0.0024869999999737047,-53.0,0.01433411197969292
92,27.0,0.001295999999911146,73.0,0.012900700781727892
93,20.0,0.0009589999999661813,80.0,0.011610630703557945
94,34.0,0.0015820000000985601,-33.0,0.01044956763320215
95,14.0,0.0006860000000870059,86.0,0.009404610869879093
96,15.0,0.0007280000002083398,85.0,0.008464149782895447
97,17.0,0.0008190000000922737,83.0,0.007617734804611587
98,16.0,0.0007780000000821019,84.0,0.006855961324149007
99,14.0,0.0006859999998596322,86.0,0.006170365191735527
100,14.0,0.0006859999998596322,86.0,0.005553328672561975
101,31.0,0.0014479999999821302,-30.0,0.0049979958053114615
102,18.0,0.000862000000097396,82.0,0.00449819622477321
103,17.0,0.0008190000000922737,-16.0,0.004048376602298731
104,18.0,0.0008660000000872969,-17.0,0.0036435389420717
105,16.0,0.0007719999998698768,84.0,0.003279185047858846
106,16.0,0.0007729999999810389,84.0,0.0029512665430786456
107,17.0,0.0008239999999659631,83.0,0.002656139888770781
108,14.0,0.0006809999999859428,86.0,0.002390525899897966
109,14.0,0.0006829999999808933,86.0,0.0021514733099081695
110,15.0,0.0007250000001022272,85.0,0.0019363259789173526
111,16.0,0.0007729999999810389,84.0,0.0017426933810327228
112,21.0,0.0009939999999915017,-20.0,0.0015684240429294505
113,14.0,0.0006889999999657448,86.0,0.0014115816386350843
114,14.0,0.0006869999999707943,86.0,0.0012704234747786813
115,15.0,0.0007289999998647545,85.0,0.0011433811273064975
116,17.0,0.0008170000000973232,83.0,0.0010290430145687424
117,17.0,0.000831999999945765,83.0,0.0009261387131118681
118,14.0,0.0006850000002032175,86.0,0.000833524841794997
119,14.0,0.000678000000107204,86.0,0.0007501723576126551
120,15.0,0.0007299999999759166,85.0,0.0006751551218542318
121,14.0,0.0006849999999758438,86.0,0.0006076396096688086
122,14.0,0.0006779999998798303,86.0,0.0005468756486948223
123,14.0,0.0006789999999909924,86.0,0.0004921880838253401
124,14.0,0.0006840000000920554,86.0,0.0004429692754399639
125,15.0,0.0007330000000820291,-14.0,0.0003986723478988097
126,46.0,0.0021050000000286673,-45.0,0.0003588051131089287
127,16.0,0.0007779999998547282,84.0,0.0003229246018037202
128,20.0,0.0009549999999762804,80.0,0.0002906321416276114
129,34.0,0.001580999999987398,-33.0,0.0002615689274705346
130,19.0,0.0009100000002035813,81.0,0.00023541203472632333
131,14.0,0.0006849999999758438,86.0,0.00021187083125084882
132,14.0,0.0006819999998697313,86.0,0.0001906837481300272
133,19.0,0.000906999999870095,81.0,0.00017161537331844556
134,16.0,0.0007729999999810389,84.0,0.00015445383598944318
135,18.0,0.0008669999999710853,82.0,0.00013900845239334103
136,60.0,0.0027409999997871637,-59.0,0.0001251076071469015
137,18.0,0.0008749999999508873,82.0,0.00011259684643505352
138,18.0,0.0008669999999710853,82.0,0.00010133716179439034
139,43.0,0.002012000000149783,-42.0,9.120344562063565e-05
140,16.0,0.0007809999999608408,84.0,8.208310106283534e-05
141,14.0,0.0006869999999707943,86.0,7.38747909565518e-05
142,14.0,0.0006880000000819564,86.0,6.648731185521228e-05
143,14.0,0.0006869999999707943,86.0,5.983858066826997e-05
144,27.0,0.0012799999999515421,-224.0,5.38547226085484e-05
145,15.0,0.0007289999998647545,85.0,4.846925034485139e-05
146,14.0,0.0006820000000971049,86.0,4.362232530752408e-05
147,31.0,0.0014579999999568827,-30.0,3.926009277677167e-05
148,18.0,0.0008629999999811844,82.0,3.533408349198908e-05
149,14.0,0.000687000000198168,86.0,3.180067514563234e-05
150,14.0,0.0006850000002032175,86.0,2.8620607636753448e-05
151,16.0,0.0007769999999709398,84.0,2.5758546868814847e-05
152,14.0,0.0006850000002032175,86.0,2.318269218903879e-05
153,14.0,0.0006849999999758438,86.0,2.086442296445057e-05
154,16.0,0.0007759999998597777,84.0,1.8777980670847683e-05
155,16.0,0.0007729999999810389,84.0,1.6900182600920743e-05
156,16.0,0.0007769999999709398,84.0,1.5210164335144327e-05
157,16.0,0.0007740000000922009,84.0,1.3689147905893151e-05
158,14.0,0.0006849999999758438,86.0,1.232023311104058e-05
159,14.0,0.0006859999998596322,86.0,1.1088209802778692e-05
160,14.0,0.0006859999998596322,86.0,9.979388821079738e-06
161,29.0,0.0013650000000779983,-28.0,8.981449937550678e-06
162,14.0,0.000691000000188069,86.0,8.083304948058867e-06
163,14.0,0.0006840000000920554,86.0,7.274974450410809e-06
164,16.0,0.0007970000001478184,84.0,6.5474769996853865e-06
165,16.0,0.0007760000000871514,84.0,5.89272930540119e-06
166,17.0,0.0008230000000821747,-16.0,5.303456376282156e-06
167,15.0,0.0007319999999708671,-14.0,4.773110731548513e-06
168,14.0,0.0006869999999707943,86.0,4.295799655551491e-06
169,28.0,0.0013179999998556013,-27.0,3.8662196857330855e-06
170,16.0,0.0007729999999810389,84.0,3.479597722844119e-06
171,14.0,0.0006849999999758438,86.0,3.131637953401878e-06
172,18.0,0.0008700000000771979,82.0,2.81847415806169e-06
173,27.0,0.0012750000000778527,-26.0,2.5366267379922647e-06
174,16.0,0.0007780000000821019,84.0,2.2829640613508673e-06
175,15.0,0.0007330000000820291,85.0,2.0546676609001224e-06
176,14.0,0.000691000000188069,86.0,1.8492008990733666e-06
177,14.0,0.0006920000000718574,86.0,1.6642808020606026e-06
178,42.0,0.0019470000002002052,-41.0,1.4978527218545423e-06
179,112.0,0.005087000000003172,-210.0,1.3480674567745154e-06
180,25.0,0.0011799999999766442,-24.0,1.2132607167814058e-06
181,16.0,0.0007809999999608408,84.0,1.0919346493665216e-06
182,16.0,0.0007780000000821019,84.0,9.827411844298695e-07
183,14.0,0.0006869999999707943,86.0,8.844670702501389e-07
184,16.0,0.0007889999999406427,84.0,7.960203589618686e-07
185,31.0,0.0014479999999821302,-30.0,7.164183273289382e-07
186,14.0,0.0006920000000718574,86.0,6.447764917538734e-07
187,34.0,0.001580999999987398,-132.0,5.80298845420657e-07
188,14.0,0.0006879999998545827,86.0,5.222689622996768e-07
189,14.0,0.0006849999999758438,86.0,4.700420674907946e-07
190,16.0,0.0007860000000619038,84.0,4.230378607417151e-07
191,18.0,0.0008669999999710853,82.0,3.807340789308e-07
192,28.0,0.0013159999998606509,-225.0,3.4266066961663455e-07
193,53.0,0.0024359999999887805,-151.0,3.0839460407605657e-07
194,14.0,0.0006849999999758438,86.0,2.775551450895364e-07
195,38.0,0.0017640000000938016,-136.0,2.4979962631732633e-07
196,16.0,0.0007770000001983135,84.0,2.248196580012518e-07
197,15.0,0.0007259999999860156,85.0,2.0233768793787021e-07
198,14.0,0.0006860000000870059,86.0,1.8210391772299772e-07
199,16.0,0.0007740000000922009,84.0,1.6389353163503984e-07
200,35.0,0.0016309999998611602,-133.0,1.475041813137068e-07
201,20.0,0.0009579999998550193,80.0,1.32753768866678e-07
202,14.0,0.0006849999999758438,86.0,1.1947838629566832e-07
203,14.0,0.0006849999999758438,86.0,1.0753055335044337e-07
204,30.0,0.0014169999999467109,-29.0,9.677749801539903e-08
205,16.0,0.0007779999998547282,84.0,8.70997496349446e-08
206,14.0,0.0006889999999657448,86.0,7.838977467145014e-08
207,14.0,0.0006860000000870059,86.0,7.055079720430513e-08
208,29.0,0.0013619999999718857,-28.0,6.349571890496009e-08
209,19.0,0.0009119999999711581,-18.0,5.714615269880596e-08
210,16.0,0.0007800000000770524,84.0,5.143154169218178e-08
211,15.0,0.0007339999999658176,85.0,4.628839178622002e-08
212,14.0,0.0006829999999808933,86.0,4.165954692325613e-08
213,14.0,0.0006849999999758438,86.0,3.749359223093052e-08
214,55.0,0.0025279999999838765,-153.0,3.374422874458105e-08
215,32.0,0.0014909999999872525,-229.0,3.0369804449037474e-08
216,14.0,0.0006900000000769069,86.0,2.733281689870637e-08
217,14.0,0.0006880000000819564,86.0,2.4599529524493846e-08
218,15.0,0.0007350000000769796,85.0,2.213957372987352e-08
219,41.0,0.001908000000184984,-139.0,1.9925622041228053e-08
220,14.0,0.0006860000000870059,86.0,1.793306125819072e-08
221,16.0,0.0007760000000871514,84.0,1.6139750869115232e-08
222,57.0,0.0026330000000598375,-56.0,1.4525781466545595e-08
223,26.0,0.001228999999966618,-25.0,1.3073204740976507e-08
224,14.0,0.0006849999999758438,86.0,1.1765877161451499e-08
225,14.0,0.0006980000000567088,86.0,1.0589289445306349e-08
226,16.0,0.0007809999999608408,84.0,9.530367606203072e-09
227,14.0,0.0006889999999657448,86.0,8.577330845582765e-09
228,29.0,0.0013529999998809217,-28.0,7.719592076682602e-09
229,14.0,0.0006890000001931185,86.0,6.947630026843399e-09
230,23.0,0.0010930000000826112,-121.0,6.252861339817173e-09
231,15.0,0.0007289999998647545,85.0,5.6275695214935695e-09
232,14.0,0.0006839999998646817,86.0,5.064805463916855e-09
233,14.0,0.0006880000000819564,86.0,4.5583306018670555e-09
234,25.0,0.001186999999845284,-24.0,4.102503226022236e-09
235,14.0,0.000691000000188069,86.0,3.6922500612490694e-09
236,17.0,0.0008260000001882872,83.0,3.323023634038691e-09
237,14.0,0.0006859999998596322,86.0,2.9907170073784073e-09
238,14.0,0.0006860000000870059,86.0,2.691649569896981e-09
239,14.0,0.0006849999999758438,86.0,2.42248177073634e-09
240,14.0,0.0006889999999657448,86.0,2.1802293304062914e-09
241,18.0,0.0008639999998649728,82.0,1.9622063973656623e-09
242,16.0,0.0007800000000770524,84.0,1.765982915458153e-09
243,15.0,0.0007299999999759166,85.0,1.5893846239123377e-09
244,16.0,0.0007739999998648273,84.0,1.4304504247775185e-09
245,16.0,0.0007749999999759893,84.0,1.2874039612142951e-09
246,14.0,0.0006859999998596322,86.0,1.1586678283492802e-09
247,15.0,0.0007299999999759166,85.0,1.0428067298562382e-09
248,17.0,0.000822999999854801,83.0,9.38527477956086e-10
249,18.0,0.0008639999998649728,-17.0,8.446789934168919e-10
250,16.0,0.0007760000000871514,84.0,7.602096729897312e-10
251,15.0,0.0007460000001628941,85.0,6.841958111181157e-10
252,22.0,0.00105400000006739,78.0,6.15770545664418e-10
253,16.0,0.0007809999999608408,84.0,5.541949121834477e-10
254,17.0,0.0008210000000872242,-16.0,4.987725787941599e-10
255,14.0,0.0006869999999707943,86.0,4.488924787438009e-10
256,16.0,0.0007759999998597777,84.0,4.0400038869847776e-10
257,15.0,0.0007339999999658176,85.0,3.6359892874315847e-10
258,19.0,0.0009200000001783337,81.0,3.2723335152695654e-10
259,19.0,0.0009170000000722212,81.0,2.945057531178463e-10
260,14.0,0.0006829999999808933,86.0,2.6506086214794777e-10
261,17.0,0.0008179999999811116,83.0,2.3855761810409604e-10
262,17.0,0.0008169999998699495,83.0,2.1469759303727187e-10
263,16.0,0.0007820000000720029,84.0,1.9322499156260164e-10
264,16.0,0.0007709999999860884,84.0,1.7389822914992692e-10
265,14.0,0.0006819999998697313,86.0,1.5650414297851967e-10
266,14.0,0.0006839999998646817,86.0,1.4085799193708226e-10
267,17.0,0.0008230000000821747,83.0,1.2677503491431708e-10
268,15.0,0.0007310000000870787,85.0,1.1409895250835689e-10
269,14.0,0.000687000000198168,86.0,1.0268763617204968e-10
270,17.0,0.0008219999999710126,83.0,9.241318821295863e-11
271,16.0,0.0007670000002235611,84.0,8.317613264807733e-11
272,14.0,0.0006839999998646817,86.0,7.486278263968416e-11
273,40.0,0.0018520000000989967,-39.0,6.73736622047727e-11
274,21.0,0.0010010000000875152,-20.0,6.063771706976695e-11
275,14.0,0.0006849999999758438,86.0,5.4569682106375694e-11
276,43.0,0.0020110000000386208,-42.0,4.9112713895738125e-11
277,21.0,0.0010050000000774162,-20.0,4.419575816427823e-11
