episode,length,time,reward,delta
0,23.0,0.001153999999928601,0.0,-0.0003523643183254221
1,65.0,0.0029289999999946303,0.0,-3.299997711633381e-05
2,78.0,0.0034620000000131768,0.0,-2.9699979404700436e-05
3,20.0,0.0009290000000419241,0.0,-0.0006189312634205856
4,71.0,0.0031690000000708096,0.0,-0.0006250353872513492
5,45.0,0.00204899999994268,0.0,-0.0006970962600074084
6,91.0,0.004044000000021697,0.0,-0.0005831224589992025
7,4.0,0.00023299999998016574,0.0,-0.00016116644624282597
8,14.0,0.0006839999999783686,0.0,-0.0005779829572983314
9,25.0,0.0011540000000422879,0.0,-0.00041038085337156245
10,6.0,0.00032299999998031126,0.0,2.5429478007533854e-05
11,31.0,0.0014160000000629225,0.0,-0.00025088192206134844
12,61.0,0.002721999999948821,0.0,-0.0005617531685701405
13,92.0,0.004096000000004096,0.0,-0.0005570381370785271
14,5.0,0.0002779999999802385,0.0,3.4281733019671376e-05
15,14.0,0.0006740000000036162,0.0,4.328710238635805e-05
16,70.0,0.00314499999990403,0.0,-0.00014504980161854337
17,20.0,0.000937000000021726,0.0,-0.00013872131812113665
18,56.0,0.0025269999999864012,0.0,3.895839214772224e-05
19,11.0,0.0005479999999806751,0.0,0.00018007946058165017
20,27.0,0.0012460000000373839,0.0,3.506255293295001e-05
21,40.0,0.001826999999934742,0.0,3.1556297639654996e-05
22,67.0,0.0030079999999088614,0.0,4.139062405724607e-05
23,10.0,0.0005000000001018634,0.0,3.725156165152146e-05
24,34.0,0.001556000000050517,0.0,-0.0001676290891168204
25,15.0,0.0007249999999885404,0.0,-0.00012410377576505557
26,68.0,0.0030520000000251457,0.0,-0.0003398468022704635
27,25.0,0.0013149999999768625,0.0,-0.00045978320931432646
28,67.0,0.0030060000000275977,0.0,-0.00010114052055559358
29,16.0,0.0007640000000037617,0.0,-9.102646850003425e-05
30,48.0,0.0021780000000717337,0.0,-0.000748346168606049
31,22.0,0.001023999999915759,0.0,-8.19238216500308e-05
32,4.0,0.00024900000005345646,0.0,-7.94759166717774e-05
33,7.0,0.00036599999998543353,0.0,5.904671228842127e-05
34,47.0,0.002138000000059037,0.0,-0.0006011080901376695
35,41.0,0.0018819999999095671,0.0,6.486459987550269e-05
