params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.1, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.142395999999962,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.131853000000092,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",3.9167079999999714,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.162360999999919,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.2588989999999285,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.082147999999961,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",3.9641489999999067,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.027354999999943,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",4.1490839999999025,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",2.8146090000000186,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",2.6909810000001926,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.4528730000001815,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.411025999999993,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.457632999999987,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.542963999999984,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.4910789999999,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.422542999999905,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.495615000000043,100,0.0,0.0,0.0,0.0,0.0
