steps,time,reward,delta,converged
1,0.02180700000002389,-5.940119760479042,0,False
2,0.02165500000000975,-6.92814371257485,0,False
3,0.02165399999995543,-5.544910179640719,0,False
4,0.021674999999959255,-9.497005988023952,0,False
5,0.004907000000002881,-6.192982456140351,100.0,False
6,0.01847600000002103,-5.1491841491841495,100.0,False
7,0.011660000000006221,-4.268382352941177,100.0,False
8,0.0031940000000076907,-0.972972972972973,100.0,False
9,0.0034880000000043765,-3.419753086419753,100.0,False
10,0.0026879999999778192,-4.161290322580645,100.0,False
11,0.005320999999980813,-6.57258064516129,100.0,False
12,0.0023280000000340806,-0.9615384615384616,100.0,False
13,0.006241999999986092,-5.082758620689655,100.0,False
14,0.002422000000024127,-2.732142857142857,100.0,False
15,0.0010509999999612774,-0.9166666666666666,100.0,False
16,0.0012140000000044893,-0.9285714285714286,100.0,False
17,0.0019839999999931024,-0.9565217391304348,100.0,False
18,0.005811999999991713,-6.156716417910448,100.0,False
19,0.0007590000000163855,-0.8823529411764706,100.0,False
20,0.0017700000000218097,-0.95,100.0,False
21,0.004247000000020762,-4.010204081632653,100.0,False
22,0.0007119999999645188,5.3125,100.0,False
23,0.006503000000009251,-8.246666666666666,100.0,False
24,0.0021409999999946194,-0.9591836734693877,100.0,False
25,0.0008440000000291548,4.315789473684211,100.0,False
26,0.0020119999999792526,-3.108695652173913,100.0,False
27,0.0021189999999933207,-7.020408163265306,100.0,False
28,0.0010430000000383188,3.2083333333333335,100.0,False
29,0.0017320000000040636,-0.95,100.0,False
30,0.000749000000041633,4.9411764705882355,100.0,False
31,0.0026770000000055916,-2.564516129032258,100.0,False
32,0.0016860000000065156,-0.9487179487179487,100.0,False
33,0.001431999999965683,2.0606060606060606,100.0,False
34,0.0013870000000224536,-4.03125,100.0,False
35,0.0031940000000076907,-3.6486486486486487,100.0,False
36,0.002076000000045042,-0.9583333333333334,100.0,False
37,0.0033690000000206055,-6.051282051282051,100.0,False
38,0.0006979999999998654,5.3125,100.0,False
39,0.0009609999999611318,3.590909090909091,100.0,False
40,0.0025019999999926767,-4.379310344827586,100.0,False
41,0.004900000000020555,-4.456140350877193,100.0,False
42,0.00130500000000211,-4.233333333333333,100.0,False
43,0.002421000000026652,-4.5,100.0,False
44,0.0007489999999847896,4.9411764705882355,100.0,False
45,0.0010469999999713764,3.2083333333333335,100.0,False
46,0.0009610000000179753,3.590909090909091,100.0,False
47,0.0010039999999662541,3.391304347826087,100.0,False
