steps,time,reward,delta,converged
1,0.0029349999999936927,0.0,0.00039894142193023775,False
2,0.0005560000000031096,0.0,0.00039894142193023775,False
3,0.001658999999989419,0.0,0.00039894142193023775,False
4,0.0009529999999955407,0.0,0.00039894142193023775,False
5,0.003950000000003229,0.0,0.000458469336071847,False
6,0.0029889999999994643,0.0,0.000458469336071847,False
7,0.0026210000000048694,0.0,0.000458469336071847,False
8,0.0027560000000050877,0.0,0.000458469336071847,False
9,0.0009900000000016007,0.0,0.000458469336071847,False
10,0.0003339999999951715,0.0,0.000458469336071847,False
11,0.001125000000001819,0.0,0.000458469336071847,False
12,0.0025789999999972224,0.0,0.000458469336071847,False
13,0.0012509999999963384,0.0,0.000458469336071847,False
14,0.002361000000007607,0.0,0.000458469336071847,False
15,0.001877000000007456,0.0,0.000458469336071847,False
16,0.0016519999999928814,0.0,0.000458469336071847,False
17,0.0018290000000007467,0.0,0.000458469336071847,False
18,0.000727999999995177,0.0,0.000458469336071847,False
19,0.0017259999999907905,0.0,0.000458469336071847,False
20,0.0015649999999993724,0.0,0.000458469336071847,False
21,0.00046000000000390173,0.0,0.000458469336071847,False
22,0.002277000000006524,0.0,0.000458469336071847,False
23,0.00037200000001291755,0.0,0.000458469336071847,False
24,0.0023580000000009704,0.0,0.000458469336071847,False
25,0.0004119999999971924,0.0,0.000458469336071847,False
26,0.0005469999999974107,0.0,0.000458469336071847,False
27,0.0005559999999888987,0.0,0.000458469336071847,False
28,0.0009000000000014552,0.0,0.000458469336071847,False
29,0.0017019999999945412,0.0,0.000458469336071847,False
30,0.000904000000005567,0.0,0.000458469336071847,False
31,0.0008640000000070813,0.0,0.000458469336071847,False
32,0.0004139999999921429,0.0,0.000458469336071847,False
33,0.0002819999999985612,0.0,0.000458469336071847,False
34,0.0029770000000013397,0.0,0.000458469336071847,False
35,0.0031520000000000437,0.0,0.000458469336071847,False
36,0.0007669999999961874,0.0,0.000458469336071847,False
37,0.0014649999999960528,0.0,0.000458469336071847,False
38,0.0005440000000049849,0.0,0.000458469336071847,False
39,0.001959999999996853,0.0,0.000458469336071847,False
40,0.0003260000000011587,0.0,0.000458469336071847,False
41,0.0005890000000050577,0.0,0.000458469336071847,False
42,0.0009469999999964784,0.0,0.000458469336071847,False
43,0.0008119999999962602,0.0,0.000458469336071847,False
44,0.00028100000000108594,0.0,0.000458469336071847,False
45,0.0005469999999974107,0.0,0.000458469336071847,False
46,0.00023699999999848842,0.0,0.000458469336071847,False
47,0.0013849999999990814,0.0,0.000458469336071847,False
48,0.0007260000000002265,0.0,0.000458469336071847,False
49,0.0012949999999989359,0.0,0.000458469336071847,False
50,0.00116599999999778,0.0,0.000458469336071847,False
51,0.0020899999999954844,0.0,0.000458469336071847,False
52,0.0007730000000094606,0.0,0.000458469336071847,False
53,0.00041800000001046556,0.0,0.000458469336071847,False
54,0.0010320000000092477,0.0,0.000458469336071847,False
55,0.0012519999999938136,0.0,0.000458469336071847,False
56,0.0008959999999973434,0.0,0.000458469336071847,False
57,0.0008469999999931588,0.0,0.000458469336071847,False
58,0.0010220000000060736,0.0,0.000458469336071847,False
59,0.0007159999999970523,0.0,0.000458469336071847,False
60,0.0005919999999974834,0.0,0.000458469336071847,False
61,0.0036579999999872825,0.0,0.000458469336071847,False
62,0.0009360000000100399,0.0,0.000458469336071847,False
63,0.00036699999999711963,0.0,0.000458469336071847,False
64,0.0003229999999945221,0.0,0.000458469336071847,False
65,0.0005390000000033979,0.0,0.000458469336071847,False
66,0.0015530000000012478,0.0,0.000458469336071847,False
67,0.0007619999999946003,0.0,0.000458469336071847,False
68,0.0010249999999984993,0.0,0.000458469336071847,False
69,0.0016430000000013933,0.0,0.000458469336071847,False
70,0.0006730000000061409,0.0,0.000458469336071847,False
71,0.0013740000000126429,0.0,0.000458469336071847,False
72,0.0015230000000059363,0.0,0.000458469336071847,False
73,0.0022889999999904376,0.0,0.000458469336071847,False
74,0.0011179999999910706,0.0,0.000458469336071847,False
75,0.0018059999999877618,0.0,0.000458469336071847,False
76,0.0015970000000038453,0.0,0.000458469336071847,False
77,0.0008169999999978472,0.0,0.000458469336071847,False
78,0.0015159999999951879,0.0,0.000458469336071847,False
79,0.002789000000007036,0.0,0.000458469336071847,False
80,0.0013540000000062946,0.0,0.000458469336071847,False
81,0.0002819999999985612,0.0,0.000458469336071847,False
82,0.0005439999999907741,0.0,0.000458469336071847,False
83,0.0011559999999946058,0.0,0.000458469336071847,False
84,0.0005440000000049849,0.0,0.000458469336071847,False
85,0.0014359999999982165,0.0,0.000458469336071847,False
86,0.0002800000000036107,0.0,0.000458469336071847,False
87,0.0005440000000049849,0.0,0.000458469336071847,False
88,0.0008049999999997226,0.0,0.000458469336071847,False
89,0.0008520000000089567,0.0,0.000458469336071847,False
90,0.0006779999999935171,0.0,0.000458469336071847,False
91,0.0014279999999899928,0.0,0.000458469336071847,False
92,0.0024420000000020536,0.0,0.000458469336071847,False
93,0.001774999999994975,0.0,0.000458469336071847,False
94,0.00032699999999863394,0.0,0.000458469336071847,False
95,0.0013849999999990814,0.0,0.000458469336071847,False
96,0.00041200000001140324,0.0,0.000458469336071847,False
97,0.0019490000000104146,0.0,0.000458469336071847,False
98,0.0008959999999973434,0.0,0.000458469336071847,False
99,0.0004990000000049122,0.0,0.000458469336071847,False
100,0.0009369999999933043,0.0,0.000458469336071847,False
101,0.0006380000000092423,0.0,0.000458469336071847,False
102,0.0005969999999990705,0.0,0.000458469336071847,False
103,0.0007699999999886131,0.0,0.000458469336071847,False
104,0.0016029999999886968,0.0,0.000458469336071847,False
105,0.0011069999999904212,0.0,0.000458469336071847,False
106,0.00023600000000101318,0.0,0.000458469336071847,False
107,0.0009409999999974161,0.0,0.000458469336071847,False
108,0.00036900000000628097,0.0,0.000458469336071847,False
109,0.0005519999999989977,0.0,0.000458469336071847,False
110,0.0005009999999998627,0.0,0.000458469336071847,False
111,0.0004989999999907013,0.0,0.000458469336071847,False
112,0.0011589999999870315,0.0,0.000458469336071847,False
113,0.0004999999999881766,0.0,0.000458469336071847,False
114,0.0008149999999886859,0.0,0.000458469336071847,False
115,0.0006309999999984939,0.0,0.000458469336071847,False
116,0.0004960000000124865,0.0,0.000458469336071847,False
117,0.0015610000000094715,0.0,0.000458469336071847,False
118,0.0021639999999933934,0.0,0.000458469336071847,False
119,0.001424999999997567,0.0,0.000458469336071847,False
120,0.0006300000000010186,0.0,0.000458469336071847,False
121,0.001903999999996131,0.0,0.000458469336071847,False
122,0.0012030000000038399,0.0,0.000458469336071847,False
123,0.0007619999999946003,0.0,0.000458469336071847,False
124,0.000626999999994382,0.0,0.000458469336071847,False
125,0.00045699999999726515,0.0,0.000458469336071847,False
126,0.00045399999999062857,0.0,0.000458469336071847,False
127,0.0003760000000028185,0.0,0.000458469336071847,False
128,0.00032800000001032004,0.0,0.000458469336071847,False
129,0.0007669999999961874,0.0,0.000458469336071847,False
130,0.0013359999999948968,0.0,0.000458469336071847,False
131,0.0010800000000017462,0.0,0.000458469336071847,False
132,0.002562999999994986,0.0,0.000458469336071847,False
133,0.0006810000000001537,0.0,0.000458469336071847,False
134,0.0010249999999984993,0.0,0.000458469336071847,False
135,0.0011590000000012424,0.0,0.000458469336071847,False
136,0.0007200000000011642,0.0,0.000458469336071847,False
137,0.0012480000000039126,0.0,0.000458469336071847,False
138,0.0005440000000049849,0.0,0.000458469336071847,False
139,0.0012030000000038399,0.0,0.000458469336071847,False
140,0.0005020000000115488,0.0,0.000458469336071847,False
141,0.0012930000000039854,0.0,0.000458469336071847,False
142,0.0009809999999959018,0.0,0.000458469336071847,False
143,0.002219000000010851,0.0,0.000458469336071847,False
144,0.0006329999999934444,0.0,0.000458469336071847,False
145,0.0016400000000089676,0.0,0.000458469336071847,False
146,0.00041299999999466763,0.0,0.000458469336071847,False
147,0.001383000000004131,0.0,0.000458469336071847,False
148,0.0010710000000102582,0.0,0.000458469336071847,False
149,0.0006350000000026057,0.0,0.000458469336071847,False
150,0.0005000000000023874,0.0,0.000458469336071847,False
151,0.0019489999999962038,0.0,0.000458469336071847,False
152,0.0033399999999943475,0.0,0.000458469336071847,False
153,0.0012529999999912889,0.0,0.000458469336071847,False
154,0.0008049999999997226,0.0,0.000458469336071847,False
155,0.0014219999999909305,0.0,0.000458469336071847,False
156,0.0035710000000079845,0.0,0.000458469336071847,False
157,0.0009760000000085256,0.0,0.000458469336071847,False
158,0.0009019999999964057,0.0,0.000458469336071847,False
159,0.0023849999999896454,0.0,0.000458469336071847,False
160,0.0019119999999901438,0.0,0.000458469336071847,False
161,0.0013339999999999463,0.0,0.000458469336071847,False
162,0.000503000000009024,0.0,0.000458469336071847,False
163,0.001424999999997567,0.0,0.000458469336071847,False
164,0.0004990000000049122,0.0,0.000458469336071847,False
165,0.00023600000000101318,0.0,0.000458469336071847,False
166,0.000853000000006432,0.0,0.000458469336071847,False
167,0.0009430000000065775,0.0,0.000458469336071847,False
168,0.0004999999999881766,0.0,0.000458469336071847,False
169,0.0006759999999985666,0.0,0.000458469336071847,False
170,0.00023699999999848842,0.0,0.000458469336071847,False
171,0.0019659999999959155,0.0,0.000458469336071847,False
172,0.0007659999999987122,0.0,0.000458469336071847,False
173,0.0015970000000038453,0.0,0.000458469336071847,False
174,0.0021269999999873335,0.0,0.000458469336071847,False
175,0.0027000000000043656,0.0,0.000458469336071847,False
176,0.00023600000000101318,0.0,0.000458469336071847,False
177,0.0005079999999964002,0.0,0.000458469336071847,False
178,0.0002389999999934389,0.0,0.000458469336071847,False
179,0.0006810000000001537,0.0,0.000458469336071847,False
180,0.0002420000000000755,0.0,0.000458469336071847,False
181,0.0005059999999872389,0.0,0.000458469336071847,False
182,0.0015190000000018244,0.0,0.000458469336071847,False
183,0.0009419999999948914,0.0,0.000458469336071847,False
184,0.0011209999999977072,0.0,0.000458469336071847,False
185,0.0007109999999954653,0.0,0.000458469336071847,False
186,0.0005009999999998627,0.0,0.000458469336071847,False
187,0.00032699999999863394,0.0,0.000458469336071847,False
188,0.0005880000000075825,0.0,0.000458469336071847,False
189,0.0009480000000081645,0.0,0.000458469336071847,False
190,0.0008090000000038344,0.0,0.000458469336071847,False
191,0.0003240000000062082,0.0,0.000458469336071847,False
192,0.0009440000000040527,0.0,0.000458469336071847,False
193,0.000503000000009024,0.0,0.000458469336071847,False
194,0.001028000000005136,0.0,0.000458469336071847,False
195,0.0007650000000012369,0.0,0.000458469336071847,False
196,0.00023699999999848842,0.0,0.000458469336071847,False
197,0.0006829999999951042,0.0,0.000458469336071847,False
198,0.00028100000000108594,0.0,0.000458469336071847,False
199,0.0009900000000016007,0.0,0.000458469336071847,False
200,0.0008559999999988577,0.0,0.000458469336071847,False
201,0.0005009999999998627,0.0,0.000458469336071847,False
202,0.0007289999999926522,0.0,0.000458469336071847,False
203,0.000641000000001668,0.0,0.000458469336071847,False
204,0.0006759999999985666,0.0,0.000458469336071847,False
205,0.00027900000000613545,0.0,0.000458469336071847,False
206,0.0004989999999907013,0.0,0.000458469336071847,False
207,0.0002819999999985612,0.0,0.000458469336071847,False
208,0.0005850000000009459,0.0,0.000458469336071847,False
209,0.0020269999999982247,0.0,0.000458469336071847,False
210,0.0006340000000051305,0.0,0.000458469336071847,False
211,0.0009850000000000136,0.0,0.000458469336071847,False
212,0.001548999999997136,0.0,0.000458469336071847,False
213,0.0005889999999908468,0.0,0.000458469336071847,False
214,0.0017399999999980764,0.0,0.000458469336071847,False
215,0.0010230000000035488,0.0,0.000458469336071847,False
216,0.0007219999999961146,0.0,0.000458469336071847,False
217,0.0010750000000001592,0.0,0.000458469336071847,False
218,0.00023600000000101318,0.0,0.000458469336071847,False
219,0.0008949999999998681,0.0,0.000458469336071847,False
220,0.0012499999999988631,0.0,0.000458469336071847,False
221,0.0006349999999883948,0.0,0.000458469336071847,False
