steps,time,reward,delta,converged
1,0.0017159999999876163,0.0,0,False
2,0.0011399999999639476,0.0,0,False
3,0.0018619999999600623,0.0,0,False
4,0.003977999999960957,0.0,0,False
5,0.000463999999965381,0.0,0,False
6,0.0031829999999786196,0.0,0,False
7,0.006071000000019922,0.0,0,False
8,0.002070000000003347,0.0,0,False
9,0.0022989999999936117,0.0,0,False
10,0.0010889999999790234,0.0,0,False
11,0.0021919999999795436,0.0,0,False
12,0.0013519999999971333,0.0,0,False
13,0.002239999999972042,0.0,0,False
14,0.004209000000003016,0.0,0,False
15,0.002759999999966567,0.0,0,False
16,0.0009479999999939537,0.0,0,False
17,0.0009939999999915017,0.0,0,False
18,0.0046029999999746,0.0,0,False
19,0.009215999999980795,0.0,0,False
20,0.0021020000000362415,0.0,0,False
21,0.00536800000003268,0.0,0,False
22,0.0011259999999992942,0.0,0,False
23,0.0008569999999963329,0.0,0,False
24,0.0019760000000133005,0.0,0,False
25,0.0020690000000058717,0.0,0,False
26,0.0014810000000125,0.0,0,False
27,0.0105570000000057,0.0,0,False
28,0.0003749999999627107,0.0,0,False
29,0.0021150000000034197,0.0,0,False
30,0.0008569999999963329,0.0,0,False
31,0.010340999999982614,0.0,0,False
32,0.001579000000049291,0.0,0,False
33,0.002028999999993175,0.0,0,False
34,0.00046300000002474917,0.0,0,False
35,0.003616000000022268,0.0,0,False
36,0.0028560000000084074,0.0,0,False
37,0.0028760000000147556,0.0,0,False
38,0.003084000000001197,0.0,0,False
39,0.004721999999958371,0.0,0,False
40,0.001665000000002692,0.0,0,False
41,0.003076000000021395,0.0,0,False
42,0.0016200000000026193,0.0,0,False
43,0.02137700000002951,0.0,0,False
44,0.004406999999957861,0.0,0,False
45,0.00790999999998121,0.0,0,False
46,0.001619000000005144,0.0,0,False
47,0.0012140000000044893,0.0,0,False
48,0.004029000000002725,0.0,0,False
49,0.005037000000015723,0.0,0,False
50,0.008623000000000047,0.0,0,False
51,0.012009999999975207,0.0,0,False
52,0.006804000000045107,0.0,0,False
53,0.01689299999998184,0.0,0,False
54,0.0039230000000429754,0.0,0,False
55,0.002587000000005446,0.0,0,False
56,0.011267999999972744,0.0,0,False
57,0.0022909999999569663,0.0,0,False
58,0.002609000000006745,0.0,0,False
59,0.001270999999974265,0.0,0,False
60,0.0010870000000409163,0.0,0,False
61,0.004254000000003089,0.0,0,False
62,0.011333000000036009,0.0,0,False
63,0.0014019999999845822,0.0,0,False
64,0.014202000000011594,0.0,0,False
65,0.01596399999999676,0.0,0,False
66,0.002423999999962234,0.0,0,False
67,0.0045939999999973224,0.0,0,False
68,0.006735999999989417,0.0,0,False
69,0.001439000000004853,0.0,0,False
70,0.004475999999954183,0.0,0,False
71,0.01101299999999128,0.0,0,False
72,0.0038590000000340297,0.0,0,False
73,0.0034870000000069012,0.0,0,False
74,0.003960000000006403,0.0,0,False
75,0.0018520000000421533,0.0,0,False
76,0.0018850000000156797,0.0,0,False
77,0.005668000000014217,0.0,0,False
78,0.0018180000000143082,0.0,0,False
79,0.005242000000009739,0.0,0,False
80,0.003302000000019234,0.0,0,False
81,0.014491000000020904,0.0,0,False
82,0.0016210000000000946,0.0,0,False
83,0.004213999999990392,0.0,0,False
84,0.0004680000000121254,0.0,0,False
85,0.004528999999990901,0.0,0,False
86,0.0018949999999904321,0.0,0,False
87,0.001350999999999658,0.0,0,False
88,0.007952999999986332,0.0,0,False
89,0.0052280000000450855,0.0,0,False
90,0.008890000000008058,0.0,0,False
91,0.016122999999993226,0.0,0,False
92,0.005113999999991847,0.0,0,False
93,0.001837999999963813,0.0,0,False
94,0.017405999999994037,0.0,0,False
95,0.007425000000012005,0.0,0,False
96,0.0014150000000086038,0.0,0,False
97,0.003834000000040305,0.0,0,False
98,0.004350999999985561,0.0,0,False
99,0.003385000000037053,0.0,0,False
100,0.009870000000034906,0.0,0,False
101,0.0025979999999776737,0.0,0,False
102,0.001400999999987107,0.0,0,False
103,0.0019500000000221007,0.0,0,False
104,0.004308000000037282,0.0,0,False
105,0.01113300000002937,0.0,0,False
106,0.0012140000000044893,0.0,0,False
107,0.004100999999991473,0.0,0,False
108,0.0035919999999691754,0.0,0,False
109,0.008458000000018728,0.0,0,False
110,0.022371000000021013,0.0,0,False
111,0.004728999999997541,0.0,0,False
112,0.012977999999975509,0.0,0,False
113,0.002032999999983076,0.0,0,False
114,0.008760999999992691,0.0,0,False
115,0.004728999999997541,0.0,0,False
116,0.006043999999974403,0.0,0,False
117,0.006901999999968211,0.0,0,False
118,0.003960999999947035,0.0,0,False
119,0.006694999999979245,0.0,0,False
120,0.009160000000008495,0.0,0,False
121,0.004759999999976117,0.0,0,False
122,0.007471000000009553,0.0,0,False
123,0.0007249999999885404,0.0,0,False
124,0.011095000000011623,0.0,0,False
125,0.0036059999999906722,0.0,0,False
126,0.004824000000041906,0.0,0,False
127,0.006595000000004347,0.0,0,False
128,0.005745000000047185,0.0,0,False
129,0.019457999999985987,0.0,0,False
130,0.0066060000000334185,0.0,0,False
131,0.008878999999978987,0.0,0,False
132,0.006577999999990425,0.0,0,False
133,0.003486000000009426,0.0,0,False
134,0.0006010000000173932,0.0,0,False
135,0.005329000000017459,0.0,0,False
136,0.006608000000028369,0.0,0,False
137,0.0011800000000334876,0.0,0,False
138,0.02227999999996655,0.0,0,False
139,0.002460999999982505,0.0,0,False
140,0.019042000000013104,0.0,0,False
141,0.00643800000000283,0.0,0,False
142,0.0031329999999911706,0.0,0,False
143,0.013287999999988642,0.0,0,False
144,0.002149000000031265,0.0,0,False
145,0.015116999999975178,0.0,0,False
146,0.006044999999971878,0.0,0,False
147,0.0006879999999682695,0.0,0,False
148,0.00947600000000648,0.0,0,False
149,0.009033999999985554,0.0,0,False
150,0.004615000000001146,0.0,0,False
151,0.01745699999997896,0.0,0,False
152,0.009947999999951662,0.0,0,False
153,0.0040169999999761785,0.0,0,False
154,0.014500999999995656,0.0,0,False
155,0.0016340000000241162,0.0,0,False
156,0.022271999999986747,0.0,0,False
157,0.0020609999999692263,0.0,0,False
158,0.006529000000000451,0.0,0,False
159,0.02232400000002599,0.0,0,False
160,0.003977000000020325,0.0,0,False
161,0.005482000000029075,0.0,0,False
162,0.006452000000024327,0.0,0,False
163,0.013620000000003074,0.0,0,False
164,0.022308000000009542,0.0,0,False
165,0.02233200000000579,0.0,0,False
166,0.0011309999999866704,0.0,0,False
167,0.006607000000030894,0.0,0,False
168,0.0025009999999952015,0.0,0,False
169,0.01081299999998464,0.0,0,False
170,0.015124000000014348,0.0,0,False
171,0.012591000000043095,0.0,0,False
172,0.0011240000000043437,0.0,0,False
173,0.016819999999995616,0.0,0,False
174,0.01264400000002297,0.0,0,False
175,0.007549999999980628,0.0,0,False
176,0.0077500000000441105,0.0,0,False
177,0.022194000000013148,0.0,0,False
178,0.01958999999999378,0.0,0,False
179,0.022319999999979245,0.0,0,False
180,0.022266000000001895,0.0,0,False
181,0.008540999999979704,0.0,0,False
182,0.022279000000025917,0.0,0,False
183,0.0226769999999874,0.0,0,False
184,0.021834000000012566,0.0,0,False
185,0.01304800000002615,0.0,0,False
186,0.02228500000001077,0.0,0,False
187,0.022289999999998145,0.0,0,False
188,0.022199000000000524,0.0,0,False
189,0.014635999999995875,0.0,0,False
190,0.022295999999982996,0.0,0,False
191,0.02226199999995515,0.0,0,False
192,0.022331000000008316,0.0,0,False
193,0.01678300000003219,0.0,0,False
194,0.022918000000004213,0.0,0,False
195,0.022037999999952262,0.0,0,False
