steps,time,reward,delta,converged
1,0.0004630000000815926,0.0,0,False
2,0.0016210000000000946,0.0,6.676251106537761e-05,False
3,0.0005449999999882493,0.0,6.676251106537761e-05,False
4,0.002668999999968946,0.0,6.676251106537761e-05,False
5,0.0005889999999908468,0.0,6.676251106537761e-05,False
6,0.0005439999999907741,0.0,6.676251106537761e-05,False
7,0.0017669999999725405,0.0,6.711998432817686e-05,False
8,0.001069999999913307,0.0,6.711998432817686e-05,False
9,0.0023190000000568034,0.0,6.711998432817686e-05,False
10,0.0002840000000787768,0.0,6.711998432817686e-05,False
11,0.0013149999999768625,0.0,6.711998432817686e-05,False
12,0.0009770000000344226,0.0,6.711998432817686e-05,False
13,0.0011509999999361753,0.0,6.711998432817686e-05,False
14,0.003244999999992615,0.0,6.711998432817686e-05,False
15,0.006934999999998581,0.0,6.711998432817686e-05,False
16,0.0033220000000255823,0.0,6.711998432817686e-05,False
17,0.0025489999999308566,0.0,6.711998432817686e-05,False
18,0.0019340000000056534,0.0,6.711998432817686e-05,False
19,0.00032499999997526174,0.0,6.711998432817686e-05,False
20,0.001538999999979751,0.0,6.711998432817686e-05,False
21,0.0015430000000833388,0.0,6.711998432817686e-05,False
22,0.0021980000000212385,0.0,6.711998432817686e-05,False
23,0.003950999999915439,0.0,6.711998432817686e-05,False
24,0.0009800000000268483,0.0,6.711998432817686e-05,False
25,0.0016359999999622232,0.0,6.711998432817686e-05,False
26,0.001504999999951906,0.0,6.711998432817686e-05,False
27,0.002246000000013737,0.0,6.711998432817686e-05,False
28,0.0012790000000677537,0.0,6.711998432817686e-05,False
29,0.004804999999919346,0.0,6.711998432817686e-05,False
30,0.0008890000000292275,0.0,6.711998432817686e-05,False
31,0.0019389999999930296,0.0,6.711998432817686e-05,False
32,0.0005990000000792861,0.0,6.711998432817686e-05,False
33,0.0006829999999808933,0.0,6.711998432817686e-05,False
34,0.0029220000000123036,0.0,6.711998432817686e-05,False
35,0.0018499999999903594,0.0,6.711998432817686e-05,False
36,0.004160000000069886,0.0,6.711998432817686e-05,False
37,0.001345999999898595,0.0,6.711998432817686e-05,False
38,0.0022930000000087603,0.0,6.711998432817686e-05,False
39,0.004445999999916239,0.0,6.711998432817686e-05,False
40,0.0022480000000086875,0.0,6.711998432817686e-05,False
41,0.00585599999999431,0.0,6.711998432817686e-05,False
42,0.0004109999999855063,0.0,6.711998432817686e-05,False
43,0.0004999999999881766,0.0,6.711998432817686e-05,False
44,0.001844000000005508,0.0,6.711998432817686e-05,False
45,0.0006720000000086657,0.0,6.711998432817686e-05,False
46,0.0007140000000163127,0.0,6.711998432817686e-05,False
47,0.0030669999999872744,0.0,6.711998432817686e-05,False
48,0.0009320000000343498,0.0,6.711998432817686e-05,False
49,0.005684000000087508,0.0,6.711998432817686e-05,False
50,0.001450999999974556,0.0,6.711998432817686e-05,False
51,0.001844000000005508,0.0,6.711998432817686e-05,False
52,0.0004089999999905558,0.0,6.711998432817686e-05,False
53,0.000979000000029373,0.0,6.711998432817686e-05,False
54,0.0013689999999542124,0.0,6.711998432817686e-05,False
55,0.0024029999999584106,0.0,6.711998432817686e-05,False
56,0.005721999999991567,0.0,6.711998432817686e-05,False
57,0.005486000000018976,0.0,6.711998432817686e-05,False
58,0.0011110000000371656,0.0,6.711998432817686e-05,False
59,0.0031430000000227665,0.0,6.711998432817686e-05,False
60,0.0010129999999435313,0.0,6.711998432817686e-05,False
61,0.0022229999999581196,0.0,6.711998432817686e-05,False
62,0.004723000000012689,0.0,6.711998432817686e-05,False
63,0.0008460000000241052,0.0,6.711998432817686e-05,False
64,0.0011930000000575092,0.0,6.711998432817686e-05,False
65,0.0014519999999720312,0.0,6.711998432817686e-05,False
66,0.0021349999999529246,0.0,6.711998432817686e-05,False
67,0.0013710000000628497,0.0,6.711998432817686e-05,False
68,0.002240999999912674,0.0,6.711998432817686e-05,False
69,0.00197400000001835,0.0,6.711998432817686e-05,False
70,0.0009810000000243235,0.0,6.711998432817686e-05,False
71,0.00024100000007365452,0.0,6.711998432817686e-05,False
72,0.0026240000000825603,0.0,6.711998432817686e-05,False
