k,GMM,Kmeans
2,0.6631578947368421,0.6631578947368421
3,0.7263157894736842,0.8105263157894737
4,0.8736842105263158,0.8315789473684211
5,0.8736842105263158,0.7894736842105263
6,0.8631578947368421,0.7894736842105263
7,0.7578947368421053,0.7684210526315789
8,0.8315789473684211,0.7684210526315789
9,0.7894736842105263,0.8
10,0.8,0.8
15,0.8105263157894737,0.8526315789473684
20,0.8526315789473684,0.9157894736842105
25,0.9157894736842105,0.9052631578947369
30,0.9263157894736842,0.9157894736842105
