iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.31569406021,0.318101338846,0.318461285652,0.181274900398,0.175438596491,0.173913043478,0.581944304984,0.628973509934,0.602084831057,0.00905926199999
50,0.306265180191,0.308640674114,0.309777990566,0.189243027888,0.181286549708,0.169960474308,0.574827626602,0.620364238411,0.596992571292,0.54044398
100,0.26707381716,0.268063295615,0.26969120845,0.256972111554,0.233918128655,0.201581027668,0.586726411621,0.626862582781,0.608734723221,1.071775413
150,0.250045691605,0.249725481176,0.251040318548,0.293824701195,0.283625730994,0.245059288538,0.589031696623,0.626697019868,0.608854541098,1.602848004
200,0.238449031386,0.236882242872,0.23748687212,0.314741035857,0.336257309942,0.300395256917,0.597905579543,0.63369205298,0.616942247783,2.133336334
250,0.223732832027,0.222939726592,0.220676488081,0.374501992032,0.385964912281,0.355731225296,0.618941828162,0.638203642384,0.638629283489,2.66541865
300,0.19681646558,0.194713640838,0.191934982272,0.406374501992,0.441520467836,0.403162055336,0.618293336011,0.647185430464,0.634255930985,3.196697498
350,0.137649181859,0.134270580349,0.129802491073,0.588645418327,0.570175438596,0.561264822134,0.623246979282,0.652607615894,0.622214234364,3.728161065
400,0.135776223706,0.132728744395,0.127214971115,0.593625498008,0.587719298246,0.573122529644,0.627380593768,0.654014900662,0.630781212557,4.259546628
450,0.125359514689,0.121548219019,0.115862385254,0.632470119522,0.637426900585,0.648221343874,0.642266626502,0.672475165563,0.643841361131,4.769258713
500,0.1239026457,0.118540167597,0.116129373408,0.635458167331,0.649122807018,0.664031620553,0.652023295512,0.677193708609,0.647256170621,5.274382465
550,0.108064419887,0.10179795267,0.100409426536,0.688247011952,0.72514619883,0.715415019763,0.64490661713,0.672392384106,0.639228372873,5.779910994
600,0.103818684811,0.097911510957,0.0989862030923,0.691235059761,0.74269005848,0.715415019763,0.628116946146,0.648592715232,0.607177090822,6.284148132
650,0.0929700612273,0.0856199701304,0.090720602297,0.729083665339,0.786549707602,0.758893280632,0.621565083509,0.64238410596,0.591361131081,6.84299865
700,0.0863867480557,0.0805649567718,0.0870436524838,0.758964143426,0.789473684211,0.774703557312,0.620761790006,0.6375,0.590762041697,7.40171802
750,0.0789903514489,0.073540977107,0.082165503089,0.788844621514,0.809941520468,0.798418972332,0.621924892057,0.630670529801,0.578360891445,7.962287193
800,0.0738097837788,0.0692293726521,0.0794787670006,0.817729083665,0.812865497076,0.810276679842,0.613820832078,0.618584437086,0.563383656842,8.52115535
850,0.0683793224673,0.0624291781561,0.0767166489678,0.824701195219,0.842105263158,0.826086956522,0.618096696455,0.622392384106,0.56308411215,9.061881232
900,0.0667075329126,0.0603446571151,0.076322266707,0.825697211155,0.847953216374,0.818181818182,0.627188138033,0.629221854305,0.565959741193,9.602684588
950,0.0648691662572,0.0576660217827,0.0749204099162,0.834661354582,0.847953216374,0.822134387352,0.635702212404,0.638493377483,0.569194823868,10.14311396
1000,0.0610213750063,0.0541488817766,0.0713170050401,0.852589641434,0.874269005848,0.830039525692,0.627263446799,0.584437086093,0.549604601006,10.682243313
1050,0.059378932251,0.0525285790441,0.069829118856,0.862549800797,0.880116959064,0.837944664032,0.647772534056,0.622889072848,0.576204169662,11.216214556
1100,0.0580387352255,0.0525588750383,0.0678746306196,0.855577689243,0.883040935673,0.837944664032,0.664524550658,0.623468543046,0.60723699976,11.749670937
1150,0.0573001235455,0.052352787617,0.0668067951051,0.858565737052,0.883040935673,0.845849802372,0.672465441644,0.626862582781,0.630960939372,12.297661255
1200,0.0568612649816,0.0519096593549,0.0663407135336,0.860557768924,0.888888888889,0.841897233202,0.682732536734,0.643874172185,0.644021087946,12.841837401
1250,0.0548487447267,0.0513711900621,0.0644158364003,0.855577689243,0.859649122807,0.841897233202,0.704814740436,0.676614238411,0.674275101845,13.388835664
1300,0.0538252276697,0.0493016684369,0.063647919813,0.863545816733,0.880116959064,0.845849802372,0.711157412056,0.689983443709,0.658399233166,13.933582721
1350,0.0530174588837,0.0484732568966,0.0627753263977,0.858565737052,0.883040935673,0.849802371542,0.723340696857,0.705132450331,0.675772825306,14.478311969
1400,0.0521453929454,0.0479741312448,0.0615000513793,0.865537848606,0.883040935673,0.849802371542,0.738046825317,0.714652317881,0.695422957105,15.018507021
1450,0.0516077850408,0.047594633152,0.0607073579168,0.866533864542,0.883040935673,0.857707509881,0.741306021354,0.72690397351,0.707884016295,15.559387453
1500,0.0506492460616,0.0467810064704,0.0601730982301,0.869521912351,0.888888888889,0.857707509881,0.754334437862,0.736589403974,0.732147136353,16.099277771
1550,0.0501012532655,0.0456489604498,0.0591207355055,0.868525896414,0.891812865497,0.853754940711,0.767346119088,0.753062913907,0.739875389408,16.633665223
1600,0.0520512468496,0.0454265965314,0.0614745711544,0.867529880478,0.897660818713,0.853754940711,0.768157780232,0.754925496689,0.72280134196,17.167784589
1650,0.0491802244817,0.0445387324001,0.0582939188567,0.871513944223,0.900584795322,0.845849802372,0.777680155303,0.772723509934,0.751857177091,17.702101278
1700,0.0483066913319,0.0444611067278,0.0569076001385,0.871513944223,0.897660818713,0.853754940711,0.785282156843,0.777607615894,0.755930984903,18.23607601
1750,0.0479519228535,0.0431260702699,0.0571044441072,0.875498007968,0.900584795322,0.853754940711,0.789654249088,0.780008278146,0.767972681524,18.780662164
1800,0.0478519619367,0.0424789204885,0.056929391927,0.877490039841,0.900584795322,0.857707509881,0.789583124142,0.785471854305,0.766415049125,19.340589426
1850,0.0474718511687,0.0415150309824,0.0560775875744,0.879482071713,0.90350877193,0.853754940711,0.793285805134,0.799503311258,0.769889767553,19.883379841
1900,0.0471019192362,0.0410584300775,0.0559395193253,0.878486055777,0.909356725146,0.865612648221,0.797590956254,0.803187086093,0.770968128445,20.431912703
1950,0.0464932846221,0.0409621482842,0.0546395017946,0.881474103586,0.909356725146,0.869565217391,0.79386735616,0.802524834437,0.78019410496,20.97913863
2000,0.0462452838519,0.0410995907222,0.0545643724571,0.882470119522,0.906432748538,0.869565217391,0.802285202664,0.801490066225,0.787143541816,21.526003053
2050,0.0459768620115,0.0411753781326,0.0544475129541,0.883466135458,0.906432748538,0.865612648221,0.80325166516,0.802773178808,0.79079798706,22.066932327
2100,0.045458163416,0.0409819220649,0.0540309135309,0.884462151394,0.906432748538,0.857707509881,0.805490009037,0.805918874172,0.800922597652,22.607964995
2150,0.0449755971181,0.0406515849551,0.053968962407,0.883466135458,0.909356725146,0.861660079051,0.808017036516,0.809147350993,0.805475676971,23.148244627
2200,0.0447254708906,0.0412299953414,0.0539968533091,0.884462151394,0.909356725146,0.857707509881,0.808891454965,0.805753311258,0.804217589264,23.688849182
2250,0.0444605029622,0.0412941500834,0.0530620731346,0.886454183267,0.909356725146,0.857707509881,0.812179937745,0.805504966887,0.797028516655,24.219508318
2300,0.0443437684468,0.0414245265777,0.0529153597646,0.881474103586,0.909356725146,0.861660079051,0.812288717073,0.804304635762,0.803438773065,24.749077093
2350,0.0438307277513,0.0417434887543,0.0530949257593,0.890438247012,0.90350877193,0.857707509881,0.81288281956,0.801986754967,0.802719865804,25.281348824
2400,0.0435136442326,0.0420694641428,0.0526112090033,0.894422310757,0.891812865497,0.853754940711,0.820016233223,0.802235099338,0.808111670261,25.810438779
2450,0.0430634996543,0.0413560862151,0.0526837213753,0.896414342629,0.900584795322,0.849802371542,0.818267396325,0.806084437086,0.809729211598,26.341029527
2500,0.0429364714061,0.0412310287354,0.0524973769535,0.896414342629,0.900584795322,0.853754940711,0.819062322188,0.807657284768,0.812125569135,26.879017411
2550,0.0426101430434,0.0412707022296,0.0534282868532,0.891434262948,0.900584795322,0.865612648221,0.823631053988,0.807905629139,0.808710759645,27.448410971
2600,0.0420457017236,0.0409757183841,0.052408993721,0.897410358566,0.900584795322,0.865612648221,0.833634568397,0.810182119205,0.813383656842,28.021616183
2650,0.0415384091605,0.0412928658535,0.0521527611198,0.90438247012,0.897660818713,0.861660079051,0.83532064799,0.808526490066,0.813982746226,28.594415296
2700,0.0412640603517,0.0406116168416,0.0525024900974,0.902390438247,0.900584795322,0.877470355731,0.838266057502,0.815438741722,0.814102564103,29.140575296
2750,0.0406883506369,0.040250452526,0.0512507033004,0.897410358566,0.906432748538,0.877470355731,0.842023128159,0.817839403974,0.824346992571,29.662390968
2800,0.0405032671016,0.0403457624604,0.0513086932478,0.898406374502,0.906432748538,0.877470355731,0.840399805871,0.817052980132,0.823448358495,30.185130558
2850,0.0403095258138,0.0400503647698,0.0510508957145,0.899402390438,0.900584795322,0.877470355731,0.84444556013,0.819329470199,0.824047447879,30.708129633
2900,0.0398544537065,0.0405003794695,0.0504466095612,0.909362549801,0.900584795322,0.881422924901,0.847273822673,0.816763245033,0.823747903187,31.229408872
2950,0.0395725137389,0.0405209322679,0.0496861454721,0.907370517928,0.900584795322,0.881422924901,0.849964019145,0.816887417219,0.829559070213,31.769957104
3000,0.0392636379466,0.0400233632446,0.0491005399727,0.903386454183,0.90350877193,0.877470355731,0.84545804465,0.817549668874,0.835070692547,32.318822774
3050,0.0389932408525,0.0393445065107,0.0491110922991,0.908366533865,0.909356725146,0.881422924901,0.84608980152,0.821688741722,0.832973879703,32.869270711
3100,0.0387644342998,0.0397187010058,0.0486692979617,0.90438247012,0.906432748538,0.877470355731,0.856327609867,0.821109271523,0.836688233884,33.4097374
