,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.032670450210571286,0.0007004261016845704,0.8172268907563025,0.85,relu,0.05,"(50, 50, 50)",0.001,"{'NN__learning_rate_init': 0.001, 'NN__alpha': 0.05, 'NN__activation': 'relu', 'NN__hidden_layer_sizes': (50, 50, 50)}",1,0.7083333333333334,0.8958333333333335,0.875,0.8645833333333331,0.8333333333333334,0.8750000000000001,0.9166666666666666,0.8541666666666669,0.7500000000000001,0.7604166666666666,0.008353151525594817,8.623747327356688e-05,0.07736114554420992,0.046863424496675014
