,0,1,2,3,4,5,6,7,8,9
2,0.8460898799233216,0.8124814482015033,0.8180367749100107,0.8239017585738821,0.8598200831823846,0.8357687711000751,0.884009662052475,0.8172180478787828,0.790190936394639,0.8611145718090887
3,0.7593997805888162,0.6945847390151367,0.6348685991692588,0.7266489385215862,0.7223189127402114,0.7226859429263404,0.7195150520110405,0.7658238976998601,0.6683327564829246,0.7702054808999975
4,0.6100159503474888,0.6992200212670283,0.6414623629686194,0.6604506371210734,0.6336813578225363,0.5888993001624948,0.5973784758594461,0.6159758594320631,0.6936679806620106,0.7071625806860523
5,0.5232055611644393,0.4745188177883651,0.5160905841357956,0.5377374560478599,0.4414306989284054,0.6030925643392802,0.5161751431833089,0.5442264274326285,0.4931534397365172,0.6488158872022849
6,0.4703367000854482,0.45981226045371903,0.323132474890716,0.33107991844156054,0.47594905080601363,0.4047600902540937,0.48398089703974695,0.474301883659087,0.5256407157289511,0.5535238864214588
7,0.4154326539353851,0.3379402194892035,0.4379045262484309,0.42007508862820475,0.2929684646618732,0.299928856579516,0.36803115946644793,0.3824552687240805,0.38991355884408224,0.4929446608081408
8,0.1971388617822723,0.25069315259476865,0.30487257043073474,0.2744610561468586,0.2133802951583675,0.3495675592109137,0.32592475258362097,0.35581820548938353,0.34499892511698377,0.3928019482185007
9,0.19514794945480585,0.2532300004401955,0.27205901501474,0.19336697757898524,0.14652610589925524,0.2007221661716254,0.16146636200090503,0.2981408725305447,0.13111547992200637,0.2959305979341039
10,0.0505672263798535,0.054457803744990096,0.10565987628584071,0.07955092558283035,0.024153741549332565,0.09090909090909069,0.07896004935537046,0.19936610400798066,0.09090909090909051,0.17966856645427795
11,1.1361017127911973e-29,1.2316168045374093e-29,9.65380977106631e-30,7.065874122848566e-30,0.07802903091179186,9.907344537042553e-30,7.239579060323602e-29,0.07743212239551006,4.554462734350134e-30,0.06047727747769905
